team,offense_epa_per_play,defense_epa_per_play,season,team_full_name,Year,Team,GINI,GINI_gini30,GINI_gini40,GINI_gini50
SEA,0.028726319,-0.08048417,2014,Seattle Seahawks,2014,Seattle Seahawks,0.3980151008220546,0.4975504951147693,0.5397306744515564,0.5741924437433872
TB,-0.10384797,0.009112843,2014,Tampa Bay Buccaneers,2014,Tampa Bay Buccaneers,0.428534977962853,0.5326067453159898,0.5788392289927375,0.6351591752170465
TEN,-0.10610287,0.052646123,2014,Tennessee Titans,2014,Tennessee Titans,0.3037328350619672,0.4379734026493413,0.4983777036839902,0.5674460392511401
WAS,-0.057419363,0.05447196,2014,Washington Commanders,2014,Washington Commanders,0.3736839324523128,0.4769106167756731,0.5237288564602642,0.5910367859985953
ARI,0.05918692,-0.05075498,2015,Arizona Cardinals,2015,Arizona Cardinals,0.4024785429377291,0.5095472529983182,0.5649949178923919,0.6069210376507252
ATL,-0.015870603,-0.009479274,2015,Atlanta Falcons,2015,Atlanta Falcons,0.4131460859274046,0.4905363109133063,0.5347088213207016,0.5787127730264117
BAL,-0.042881154,0.014549082,2015,Baltimore Ravens,2015,Baltimore Ravens,0.4226167307347572,0.4809959231878626,0.5249970662808082,0.593645930171611
BUF,0.011405614,-0.0015801109,2015,Buffalo Bills,2015,Buffalo Bills,0.4542955525908972,0.5380743304162128,0.5943668105872308,0.6592153656426888
CAR,0.047778554,-0.101333976,2015,Carolina Panthers,2015,Carolina Panthers,0.4689746036758467,0.5408286059614432,0.5806990099656575,0.6077244788309296
CHI,-0.011652065,0.037411485,2015,Chicago Bears,2015,Chicago Bears,0.4987865250537527,0.5769682563955644,0.6096070873911063,0.6581147252450061
CIN,0.035388783,-0.071465544,2015,Cincinnati Bengals,2015,Cincinnati Bengals,0.3192376447565749,0.4130198657089165,0.4904576509092014,0.540823064088969
CLE,-0.08289456,0.04290202,2015,Cleveland Browns,2015,Cleveland Browns,0.3315405615091716,0.4444892853476875,0.5122164827415174,0.5747554846708277
DAL,-0.056438994,0.031961754,2015,Dallas Cowboys,2015,Dallas Cowboys,0.3664459398194887,0.4549967861360741,0.4990152086413091,0.5650298632800896
DEN,-0.066707075,-0.11423083,2015,Denver Broncos,2015,Denver Broncos,0.4091491485810166,0.4785826807940632,0.5483058361320887,0.5926910541920392
DET,-0.014925449,0.03062061,2015,Detroit Lions,2015,Detroit Lions,0.5003917008187597,0.5735946039555935,0.6046556501349502,0.6372584266602801
GB,0.014454342,-0.03382682,2015,Green Bay Packers,2015,Green Bay Packers,0.4164124754671142,0.5171863723490577,0.5720981505216318,0.6067736884536464
HOU,-0.07588785,-0.078865305,2015,Houston Texans,2015,Houston Texans,0.3939346260958509,0.4965205858928838,0.5464056667333477,0.5876995501532968
IND,-0.06993885,-0.012436617,2015,Indianapolis Colts,2015,Indianapolis Colts,0.2790430541152608,0.4253886822490868,0.5140653593930453,0.6020473107330809
JAX,-0.04530358,0.007712543,2015,Jacksonville Jaguars,2015,Jacksonville Jaguars,0.3114529259939271,0.4518618235128005,0.5203616439976361,0.5678214232585452
KC,0.039130922,-0.07501814,2015,Kansas City Chiefs,2015,Kansas City Chiefs,0.364627537302517,0.4675595018635874,0.5252963770015117,0.5608857910426581
LAC,-0.023495464,0.04207262,2015,Los Angeles Chargers,2015,Los Angeles Chargers,0.4445988283995111,0.5214352845429695,0.570827444511188,0.6320133794979738
LV,-0.024921734,0.009252671,2015,Las Vegas Raiders,2015,Las Vegas Raiders,0.3356989024406723,0.4537906169688324,0.5066546487351371,0.5635003061379544
MIA,-0.04424003,0.018440383,2015,Miami Dolphins,2015,Miami Dolphins,0.3997413199433364,0.5015877959706747,0.5525492007696444,0.6125406460510577
MIN,0.013123296,-0.03799664,2015,Minnesota Vikings,2015,Minnesota Vikings,0.3359008947557784,0.41022634213165,0.4936424610830819,0.5483168487073835
NE,0.06049314,-0.05204169,2015,New England Patriots,2015,New England Patriots,0.3664322009847039,0.4563655311775839,0.5105020745063467,0.5723264703260609
NO,0.027431773,0.09241229,2015,New Orleans Saints,2015,New Orleans Saints,0.4679980148484203,0.545112203895483,0.5863100673470626,0.6246720869833736
NYG,0.03137594,0.04613113,2015,New York Giants,2015,New York Giants,0.4273207325004197,0.4917125226312699,0.5468533305763815,0.6135079485386413
NYJ,-0.018548127,-0.077520005,2015,New York Jets,2015,New York Jets,0.3471598747160463,0.4345895636987489,0.5122864379660483,0.5694623746667129
PHI,-0.040418293,0.0012942342,2015,Philadelphia Eagles,2015,Philadelphia Eagles,0.2745086691792991,0.3846879703685956,0.4722854198817219,0.5362587695347177
PIT,0.017999975,-0.054988466,2015,Pittsburgh Steelers,2015,Pittsburgh Steelers,0.4185376793199537,0.4727249051570283,0.5172791071613193,0.5536519554607747
SEA,0.051334623,-0.0594704,2015,Seattle Seahawks,2015,Seattle Seahawks,0.3349608410763026,0.4765522855840065,0.5377993744257183,0.588259629754722
TB,-0.027510073,0.03173953,2015,Tampa Bay Buccaneers,2015,Tampa Bay Buccaneers,0.3826010292739408,0.4662594279629342,0.517100887012377,0.5821717658083011
TEN,-0.08745938,0.020357989,2015,Tennessee Titans,2015,Tennessee Titans,0.2434613146591929,0.3617347745676587,0.4382743153325234,0.4974295892158983
WAS,0.005603869,0.012876422,2015,Washington Commanders,2015,Washington Commanders,0.3895799428667525,0.4915688611952716,0.5422469219293489,0.5982992602945504
ARI,-0.037411876,-0.083450615,2016,Arizona Cardinals,2016,Arizona Cardinals,0.5324860987036418,0.6020557586347497,0.6345990193269315,0.6879571972806867
ATL,0.15510124,0.023382122,2016,Atlanta Falcons,2016,Atlanta Falcons,0.4444748116986811,0.5159913031018116,0.5592693138251079,0.6105541565774406
BAL,-0.035531636,-0.06213542,2016,Baltimore Ravens,2016,Baltimore Ravens,0.3862073931035909,0.4656963290013812,0.526923101784435,0.5800375726618543
BUF,0.008842112,-0.0046594655,2016,Buffalo Bills,2016,Buffalo Bills,0.3774911935755181,0.4855987567047155,0.5383116076957946,0.584715525217646
CAR,-0.050872408,-0.027315455,2016,Carolina Panthers,2016,Carolina Panthers,0.4154570120275056,0.499235102702018,0.5441574509121284,0.5999102425315375
CHI,-0.06822297,0.041038316,2016,Chicago Bears,2016,Chicago Bears,0.4846057491330668,0.5336309890319664,0.549489530757427,0.5927244907476206
CIN,0.015777174,0.008325444,2016,Cincinnati Bengals,2016,Cincinnati Bengals,0.3236931686719575,0.4525973545538457,0.5209847411190636,0.5822067344107252
CLE,-0.07126698,0.08666452,2016,Cleveland Browns,2016,Cleveland Browns,0.4515010507454664,0.5208992687438906,0.5511546418243034,0.5780719777950839
DAL,0.08547472,-0.008199354,2016,Dallas Cowboys,2016,Dallas Cowboys,0.3763300694528211,0.4253685374144136,0.4809116521517346,0.5344622635669775
DEN,-0.06476396,-0.0894819,2016,Denver Broncos,2016,Denver Broncos,0.4176548216488365,0.5346063836407567,0.5847936121560723,0.6340374822625868
DET,0.024601525,0.055345275,2016,Detroit Lions,2016,Detroit Lions,0.4198234525187261,0.5192622213534585,0.5701935117907111,0.6091333237835603
GB,0.08736324,0.05628842,2016,Green Bay Packers,2016,Green Bay Packers,0.3929647989301424,0.5146013816638672,0.5767497582032803,0.6227208890145048
HOU,-0.11415245,-0.08107239,2016,Houston Texans,2016,Houston Texans,0.3556264482279515,0.4657634814390298,0.5280826275985196,0.5723454116634551
IND,0.046239085,0.03092788,2016,Indianapolis Colts,2016,Indianapolis Colts,0.419022807012733,0.5342614078270068,0.5855629078876019,0.6388630071400174
JAX,-0.05461109,0.0072038025,2016,Jacksonville Jaguars,2016,Jacksonville Jaguars,0.2467096265162927,0.4135215121990782,0.4926177875628548,0.5693518207367149
KC,0.0064507956,-0.049522478,2016,Kansas City Chiefs,2016,Kansas City Chiefs,0.480388099432942,0.5646023106222808,0.6017894046067676,0.6305881058891291
LAC,-0.019700123,-0.013441461,2016,Los Angeles Chargers,2016,Los Angeles Chargers,0.4247115944614095,0.5333713075125287,0.5801909629862082,0.6293998211016671
LV,0.002868101,-0.008350476,2016,Las Vegas Raiders,2016,Las Vegas Raiders,0.3148668647722214,0.438206633961975,0.5152145323671232,0.5657734979882957
MIA,-0.03821862,-0.0024932846,2016,Miami Dolphins,2016,Miami Dolphins,0.4618670969098943,0.5408954289913203,0.5764799427336825,0.6291631799120716
MIN,-0.05469075,-0.07964757,2016,Minnesota Vikings,2016,Minnesota Vikings,0.2796694003898605,0.3978491037961643,0.4804173329348887,0.5346471462716961
NE,0.093628235,-0.07019219,2016,New England Patriots,2016,New England Patriots,0.3337366719169012,0.4299824281816155,0.4958831360080878,0.5357154640899187
NO,0.048303865,0.052447435,2016,New Orleans Saints,2016,New Orleans Saints,0.4548298927636479,0.5195195259906725,0.5517140107956172,0.5957043899174551
NYG,-0.07370731,-0.06307682,2016,New York Giants,2016,New York Giants,0.446910267704827,0.5168586449049203,0.5690372054246713,0.607002841725149
NYJ,-0.09580435,0.018226992,2016,New York Jets,2016,New York Jets,0.4742161449747288,0.5600913362179706,0.6003494004377795,0.6594695270310466
PHI,-0.012903096,-0.046664033,2016,Philadelphia Eagles,2016,Philadelphia Eagles,0.236908113572349,0.3172693109955463,0.42141279402762,0.4962861694132253
PIT,0.048789553,-0.003369276,2016,Pittsburgh Steelers,2016,Pittsburgh Steelers,0.4979449887116499,0.5735803317535739,0.6100816996550029,0.6385691155178079
SEA,0.003306417,-0.057040904,2016,Seattle Seahawks,2016,Seattle Seahawks,0.4537773445620601,0.5553309017835132,0.5980613358417213,0.6464266257748589
TB,-0.028527481,-0.019404797,2016,Tampa Bay Buccaneers,2016,Tampa Bay Buccaneers,0.3233682355759695,0.4064445839089651,0.4900924777845123,0.5581526769039599
TEN,0.0045566345,0.0042179315,2016,Tennessee Titans,2016,Tennessee Titans,0.2644792554024618,0.3655687247246137,0.4494501106187111,0.5134456923007824
WAS,0.05759732,0.042384524,2016,Washington Commanders,2016,Washington Commanders,0.4661856187208686,0.549870105643134,0.5830083538617818,0.6181984421280992
ARI,-0.12677531,-0.0817951,2017,Arizona Cardinals,2017,Arizona Cardinals,0.4318554930220293,0.5072112558768707,0.5554250511737685,0.6137682943927938
ATL,0.033757683,-0.010834712,2017,Atlanta Falcons,2017,Atlanta Falcons,0.3659356658356718,0.46976638533533,0.5381917742041001,0.5824732452647069
BAL,-0.027005563,-0.108826794,2017,Baltimore Ravens,2017,Baltimore Ravens,0.4027884434660953,0.4710023189242267,0.5199018888813457,0.5579508099722843
BUF,-0.065942876,-0.014567413,2017,Buffalo Bills,2017,Buffalo Bills,0.4090574065608636,0.5032136415434704,0.5491549686463378,0.6037525223945933
CAR,-0.014371476,-0.044415783,2017,Carolina Panthers,2017,Carolina Panthers,0.3643572653303329,0.4485256173970247,0.5220504455765989,0.5800737573658186
