team,offense_epa_per_play,defense_epa_per_play,season,team_full_name,Year,Team,GINI,GINI_gini30,GINI_gini40,GINI_gini50
CLE,-0.079766825,-0.045216613,2014,Cleveland Browns,2014,Cleveland Browns,0.4299834682825789,0.5227942299221269,0.5702297233455621,0.6106700968302542
DAL,0.08437508,-0.0049575176,2014,Dallas Cowboys,2014,Dallas Cowboys,0.4613677144634929,0.5235278539606143,0.5479362652362544,0.5739569917625575
DEN,0.041253634,-0.042897426,2014,Denver Broncos,2014,Denver Broncos,0.3826586347158623,0.4749278452188778,0.5401159774205042,0.5942652733994654
DET,-0.05368806,-0.07918909,2014,Detroit Lions,2014,Detroit Lions,0.48691827998565,0.5589128048037042,0.5933536583939623,0.6172836350478446
GB,0.08129531,-0.023256956,2014,Green Bay Packers,2014,Green Bay Packers,0.3547132253290725,0.4638901100697279,0.5290583216904582,0.5686295923503383
HOU,-0.04626793,-0.10072489,2014,Houston Texans,2014,Houston Texans,0.4976933122193009,0.5694254774582347,0.600235232492075,0.6278197661936855
IND,0.019905314,-0.039343964,2014,Indianapolis Colts,2014,Indianapolis Colts,0.2285134057202153,0.3767164370068346,0.4556509004741995,0.5115315412694214
JAX,-0.14119792,-0.0031552997,2014,Jacksonville Jaguars,2014,Jacksonville Jaguars,0.3192870926675915,0.4557343305305765,0.5173873211644782,0.5629802711561611
KC,0.027655156,-0.031738985,2014,Kansas City Chiefs,2014,Kansas City Chiefs,0.4120120060094558,0.5073786573011144,0.5483650728025014,0.5784564884992089
LAC,-0.0044215275,0.00089769595,2014,Los Angeles Chargers,2014,Los Angeles Chargers,0.4072932480011757,0.4752900674950015,0.5205630204855962,0.5662269572786288
LV,-0.15105447,0.014408619,2014,Las Vegas Raiders,2014,Las Vegas Raiders,0.2970030567569593,0.4093954824732894,0.4672524912168973,0.5234081862862574
MIA,-0.0088247955,-0.01756051,2014,Miami Dolphins,2014,Miami Dolphins,0.3220851513801093,0.4419890791330395,0.5112206468119654,0.584874323000164
MIN,-0.041235805,-0.02499757,2014,Minnesota Vikings,2014,Minnesota Vikings,0.3481580174898787,0.4529220078639524,0.5020689393628349,0.5422232209042819
NE,0.08598442,-0.043868974,2014,New England Patriots,2014,New England Patriots,0.3101492940054765,0.4273575090038423,0.5004458570487217,0.5456216472999432
NO,0.045574576,0.07644856,2014,New Orleans Saints,2014,New Orleans Saints,0.4553526052178739,0.5506474542388501,0.5877258833287986,0.629793196815955
NYG,-0.027973998,-0.011919831,2014,New York Giants,2014,New York Giants,0.5058972105214647,0.5494075299332695,0.5699249374165722,0.6126185061892244
NYJ,-0.063998215,0.028183876,2014,New York Jets,2014,New York Jets,0.325914920502095,0.3969649461120365,0.4674366501035895,0.5190657043394582
PHI,-0.014510743,-0.06892328,2014,Philadelphia Eagles,2014,Philadelphia Eagles,0.255288989427301,0.37165247842969,0.4486617633082817,0.5018360669660223
PIT,0.06931466,0.036305513,2014,Pittsburgh Steelers,2014,Pittsburgh Steelers,0.4362314581929743,0.5208416679304569,0.5646184459678335,0.5916951559236122
