Year,Team,GINI
2016,Tampa Bay Buccaneers,0.4064445839089651
2016,Tennessee Titans,0.3655687247246137
2016,Washington Commanders,0.549870105643134
2017,Arizona Cardinals,0.5072112558768707
2017,Atlanta Falcons,0.46976638533533005
2017,Baltimore Ravens,0.4710023189242267
2017,Buffalo Bills,0.5032136415434704
2017,Carolina Panthers,0.4485256173970247
2017,Chicago Bears,0.48962906148661645
2017,Cincinnati Bengals,0.5023008477324943
2017,Cleveland Browns,0.4988853913437789
2017,Dallas Cowboys,0.4661634820916937
2017,Denver Broncos,0.5481380344922827
2017,Detroit Lions,0.4869575268405707
2017,Green Bay Packers,0.5362228382802547
2017,Houston Texans,0.5405710738253042
2017,Indianapolis Colts,0.5701163761539337
2017,Jacksonville Jaguars,0.3923118212644965
2017,Kansas City Chiefs,0.5330912766518857
2017,Las Vegas Raiders,0.4586935206522709
2017,Los Angeles Chargers,0.5260924720704699
2017,Los Angeles Rams,0.543114489196749
2017,Miami Dolphins,0.5184915634100737
2017,Minnesota Vikings,0.39443968518366584
2017,New England Patriots,0.4067574403960156
2017,New Orleans Saints,0.5523939314027123
2017,New York Giants,0.5972586789062606
2017,New York Jets,0.5127379909352366
2017,Philadelphia Eagles,0.4193926300194928
2017,Pittsburgh Steelers,0.48497981549497093
2017,San Francisco 49Ers,0.4176718696828193
2017,Seattle Seahawks,0.49500873393914807
2017,Tampa Bay Buccaneers,0.4461185611211229
2017,Tennessee Titans,0.292127429829541
2017,Washington Commanders,0.5873969391171746
2018,Arizona Cardinals,0.5911753582523862
2018,Atlanta Falcons,0.5083466579035973
2018,Baltimore Ravens,0.4979231632826028
2018,Buffalo Bills,0.4335536687115199
2018,Carolina Panthers,0.5280612530563193
2018,Chicago Bears,0.3890038114289289
2018,Cincinnati Bengals,0.5300566543122955
2018,Cleveland Browns,0.49134916966058606
2018,Dallas Cowboys,0.5452782060496333
2018,Denver Broncos,0.5132583794288118
2018,Detroit Lions,0.47619538445149057
2018,Green Bay Packers,0.5895527195264385
2018,Houston Texans,0.5026105079652808
2018,Indianapolis Colts,0.5899716480712774
2018,Jacksonville Jaguars,0.5494397965693674
2018,Kansas City Chiefs,0.5068936433181671
2018,Las Vegas Raiders,0.5393507188203319
2018,Los Angeles Chargers,0.5174403499857473
2018,Los Angeles Rams,0.4548127259036978
2018,Miami Dolphins,0.48858360240383963
2018,Minnesota Vikings,0.47363904263254725
2018,New England Patriots,0.38429825045891647
2018,New Orleans Saints,0.48002805165564755
2018,New York Giants,0.5883885442436908
2018,New York Jets,0.4979061597168939
2018,Philadelphia Eagles,0.4112721359783231
2018,Pittsburgh Steelers,0.49763173913690256
2018,San Francisco 49Ers,0.4607212924057157
2018,Seattle Seahawks,0.544096302034332
2018,Tampa Bay Buccaneers,0.48935890393580184
2018,Tennessee Titans,0.39305778524013846
2018,Washington Commanders,0.5312674208721717
2019,Arizona Cardinals,0.520642393188777
2019,Atlanta Falcons,0.5030433748878805
2019,Baltimore Ravens,0.4509363503867974
2019,Buffalo Bills,0.3401328635986275
2019,Carolina Panthers,0.4313836862251003
2019,Chicago Bears,0.52396133568649
2019,Cincinnati Bengals,0.4738150021106375
2019,Cleveland Browns,0.4972820607423658
2019,Dallas Cowboys,0.4774217855218062
2019,Denver Broncos,0.5890485001685106
2019,Detroit Lions,0.5025260338384688
2019,Green Bay Packers,0.5159455268424
2019,Houston Texans,0.44694032183462984
2019,Indianapolis Colts,0.4728065592483336
2019,Jacksonville Jaguars,0.5622884900315527
2019,Kansas City Chiefs,0.4115679815447282
2019,Las Vegas Raiders,0.5235730109086602
2019,Los Angeles Chargers,0.5475148380617021
2019,Los Angeles Rams,0.5214481040097128
2019,Miami Dolphins,0.48898006158821483
2019,Minnesota Vikings,0.5381424770152554
2019,New England Patriots,0.40994823395045915
2019,New Orleans Saints,0.45563637602532386
2019,New York Giants,0.5293264369872975
2019,New York Jets,0.4786095516501331
2019,Philadelphia Eagles,0.45997045678417436
2019,Pittsburgh Steelers,0.4724096496141506
2019,San Francisco 49Ers,0.4878049077134203
2019,Seattle Seahawks,0.568467825146686
2019,Tampa Bay Buccaneers,0.4861428130859573
2019,Tennessee Titans,0.4450323994271921
2019,Washington Commanders,0.4568015183316235
2020,Arizona Cardinals,0.47703466562363905
2020,Atlanta Falcons,0.5093157270919675
2020,Baltimore Ravens,0.4895445309508412
2020,Buffalo Bills,0.3125552717505231
2020,Carolina Panthers,0.4737059815964361
2020,Chicago Bears,0.5357983572402982
2020,Cincinnati Bengals,0.4646415223033001
2020,Cleveland Browns,0.45941910827851545
2020,Dallas Cowboys,0.49684369086906705
2020,Denver Broncos,0.5019693387051865
2020,Detroit Lions,0.4355975054856029
2020,Green Bay Packers,0.5262227296008553
2020,Houston Texans,0.5025841435989138
2020,Indianapolis Colts,0.5701767731152858
2020,Jacksonville Jaguars,0.5257297518469077
2020,Kansas City Chiefs,0.5548846406107768
2020,Las Vegas Raiders,0.4708942244245479
2020,Los Angeles Chargers,0.46360910050453197
2020,Los Angeles Rams,0.5658437810446527
2020,Miami Dolphins,0.4396404891582244
2020,Minnesota Vikings,0.5695628247989265
2020,New England Patriots,0.42606686526941523
2020,New Orleans Saints,0.3453772352074171
2020,New York Giants,0.44065373470810904
2020,New York Jets,0.5090865582026156
2020,Philadelphia Eagles,0.5555390968997821
2020,Pittsburgh Steelers,0.5074857673364277
2020,San Francisco 49Ers,0.43810613345256644
2020,Seattle Seahawks,0.5225692212692502
2020,Tampa Bay Buccaneers,0.4936893915020684
2020,Tennessee Titans,0.5326896100137418
2020,Washington Commanders,0.47655995906226867
2021,Arizona Cardinals,0.47805918122837565
2021,Atlanta Falcons,0.5796101053442401
2021,Baltimore Ravens,0.41219893057212476
2021,Buffalo Bills,0.34427733495466
2021,Carolina Panthers,0.42173826370759143
2021,Chicago Bears,0.49059359100359357
2021,Cincinnati Bengals,0.45299732956291405
2021,Cleveland Browns,0.4620831695828475
2021,Dallas Cowboys,0.521185522281414
2021,Denver Broncos,0.4283981272530533
2021,Detroit Lions,0.4621664717710678
2021,Green Bay Packers,0.515937543570823
2021,Houston Texans,0.3439045257975625
2021,Indianapolis Colts,0.41816062427974543
2021,Jacksonville Jaguars,0.474924667019128
2021,Kansas City Chiefs,0.5509034560212821
2021,Las Vegas Raiders,0.45859686502262154
2021,Los Angeles Chargers,0.5209535326476386
2021,Los Angeles Rams,0.5282344760070384
2021,Miami Dolphins,0.3831820588249939
2021,Minnesota Vikings,0.5502486897751269
2021,New England Patriots,0.35691441831496556
2021,New Orleans Saints,0.45892541591845815
2021,New York Giants,0.40494385643440306
2021,New York Jets,0.4396397660487625
2021,Philadelphia Eagles,0.45262261208178156
2021,Pittsburgh Steelers,0.5265554189718559
2021,San Francisco 49Ers,0.5105388412767982
2021,Seattle Seahawks,0.5404230748890786
2021,Tampa Bay Buccaneers,0.36040537461588384
2021,Tennessee Titans,0.49407426606746363
2021,Washington Commanders,0.5081829019247031
2022,Arizona Cardinals,0.4860550063877847
2022,Atlanta Falcons,0.4767772462197173
2022,Baltimore Ravens,0.480111882235787
2022,Buffalo Bills,0.4321417825177435
2022,Carolina Panthers,0.44776177145501034
2022,Chicago Bears,0.40193282533594554
2022,Cincinnati Bengals,0.4323666674320019
2022,Cleveland Browns,0.42710991690277045
2022,Dallas Cowboys,0.5307416163827914
2022,Denver Broncos,0.5178370226239281
2022,Detroit Lions,0.5304140024142576
2022,Green Bay Packers,0.4940357686149233
2022,Houston Texans,0.3651379906408159
2022,Indianapolis Colts,0.5182191153728224
2022,Jacksonville Jaguars,0.3195264623528998
2022,Kansas City Chiefs,0.6041790936259432
2022,Las Vegas Raiders,0.5278790142027444
2022,Los Angeles Chargers,0.5386065520410727
2022,Los Angeles Rams,0.6034444584454579
2022,Miami Dolphins,0.289065009705829
2022,Minnesota Vikings,0.5339811759009188
2022,New England Patriots,0.41719815174435976
2022,New Orleans Saints,0.3707301834666396
2022,New York Giants,0.5217475624073559
2022,New York Jets,0.3925129141737494
2022,Philadelphia Eagles,0.3966868195278051
2022,Pittsburgh Steelers,0.44316422962713736
2022,San Francisco 49Ers,0.4347472501401097
2022,Seattle Seahawks,0.38861303132213354
2022,Tampa Bay Buccaneers,0.43011107173517854
2022,Tennessee Titans,0.4618237957647867
2022,Washington Commanders,0.5116316771927165
2023,Arizona Cardinals,0.5196019083576788
2023,Atlanta Falcons,0.418213323120199
2023,Baltimore Ravens,0.43907999972863904
2023,Buffalo Bills,0.40386159851994535
2023,Carolina Panthers,0.4078593471285213
2023,Chicago Bears,0.4643252609966682
2023,Cincinnati Bengals,0.4438841827038396
2023,Cleveland Browns,0.5028042730298137
2023,Dallas Cowboys,0.45273456344916113
2023,Denver Broncos,0.531409470777097
2023,Detroit Lions,0.48440504740745327
2023,Green Bay Packers,0.4653317747966876
2023,Houston Texans,0.40923634069868475
2023,Indianapolis Colts,0.49477263741802713
2023,Jacksonville Jaguars,0.38178052480612945
2023,Kansas City Chiefs,0.562943170872324
2023,Las Vegas Raiders,0.4720820009553927
2023,Los Angeles Chargers,0.49708970707142686
2023,Los Angeles Rams,0.6190005672463488
2023,Miami Dolphins,0.3916412142553548
2023,Minnesota Vikings,0.4607168400221094
2023,New England Patriots,0.3775009109779571
2023,New Orleans Saints,0.3964042680820545
2023,New York Giants,0.4746181131108256
2023,New York Jets,0.4203379004951706
2023,Philadelphia Eagles,0.4062469714475545
2023,Pittsburgh Steelers,0.5000526389834287
2023,San Francisco 49Ers,0.40540461307451164
2023,Seattle Seahawks,0.40614477803806565
2023,Tampa Bay Buccaneers,0.5196493154145837
2023,Tennessee Titans,0.5912125753070075
2023,Washington Commanders,0.4953071573460743
