Year,Team,GINI
2018,Tennessee Titans,0.47373563458715534
2018,Washington Commanders,0.5873025968567567
2019,Arizona Cardinals,0.5708852661449455
2019,Atlanta Falcons,0.5616184648935608
2019,Baltimore Ravens,0.5223389224170182
2019,Buffalo Bills,0.4422481417360282
2019,Carolina Panthers,0.5029978939161287
2019,Chicago Bears,0.578996705286386
2019,Cincinnati Bengals,0.5455516858912138
2019,Cleveland Browns,0.5693344434901166
2019,Dallas Cowboys,0.544359546834244
2019,Denver Broncos,0.6136933725535112
2019,Detroit Lions,0.5582982140906436
2019,Green Bay Packers,0.5827514366250443
2019,Houston Texans,0.5189608258682171
2019,Indianapolis Colts,0.5421631113122284
2019,Jacksonville Jaguars,0.609286976529553
2019,Kansas City Chiefs,0.483205557068748
2019,Las Vegas Raiders,0.5748217054300715
2019,Los Angeles Chargers,0.6025139403729519
2019,Los Angeles Rams,0.5852939079555356
2019,Miami Dolphins,0.5251353150165264
2019,Minnesota Vikings,0.5999957110794142
2019,New England Patriots,0.4887106318821027
2019,New Orleans Saints,0.5227566276499577
2019,New York Giants,0.5788362620976654
2019,New York Jets,0.5368191597956024
2019,Philadelphia Eagles,0.5323584449197947
2019,Pittsburgh Steelers,0.5337895240386068
2019,San Francisco 49Ers,0.5652262141501824
2019,Seattle Seahawks,0.6087038594972328
2019,Tampa Bay Buccaneers,0.5536748537545624
2019,Tennessee Titans,0.5258378546753995
2019,Washington Commanders,0.5124758371779332
2020,Arizona Cardinals,0.5263251295631005
2020,Atlanta Falcons,0.5620453238448209
2020,Baltimore Ravens,0.52996925541171
2020,Buffalo Bills,0.42493682772551866
2020,Carolina Panthers,0.5165535116844395
2020,Chicago Bears,0.5833545276478345
2020,Cincinnati Bengals,0.5066461960280435
2020,Cleveland Browns,0.5220574826195538
2020,Dallas Cowboys,0.532388304394978
2020,Denver Broncos,0.5342598047355543
2020,Detroit Lions,0.49760292068696566
2020,Green Bay Packers,0.5830742641393813
2020,Houston Texans,0.5537916580305288
2020,Indianapolis Colts,0.6175946948613205
2020,Jacksonville Jaguars,0.5417051758488365
2020,Kansas City Chiefs,0.6083885459467041
2020,Las Vegas Raiders,0.5347633105942191
2020,Los Angeles Chargers,0.524777135601856
2020,Los Angeles Rams,0.6042919669955767
2020,Miami Dolphins,0.511585425871147
2020,Minnesota Vikings,0.5851660538095309
2020,New England Patriots,0.473637215123861
2020,New Orleans Saints,0.4342654283378466
2020,New York Giants,0.5089316554672833
2020,New York Jets,0.5375099246470073
2020,Philadelphia Eagles,0.5989914675617131
2020,Pittsburgh Steelers,0.5526169251002541
2020,San Francisco 49Ers,0.48159102322654146
2020,Seattle Seahawks,0.5748069720001258
2020,Tampa Bay Buccaneers,0.555312528084624
2020,Tennessee Titans,0.5771136451513594
2020,Washington Commanders,0.5362899071881876
2021,Arizona Cardinals,0.51878558646483
2021,Atlanta Falcons,0.5934551727246444
2021,Baltimore Ravens,0.45718463585321667
2021,Buffalo Bills,0.4270979909721383
2021,Carolina Panthers,0.4563439368864863
2021,Chicago Bears,0.5194333208119868
2021,Cincinnati Bengals,0.5085763295282537
2021,Cleveland Browns,0.5069531271481366
2021,Dallas Cowboys,0.5581485414088532
2021,Denver Broncos,0.4667693071963718
2021,Detroit Lions,0.46852203653787694
2021,Green Bay Packers,0.5623874768114085
2021,Houston Texans,0.39416386519774066
2021,Indianapolis Colts,0.4849554985072318
2021,Jacksonville Jaguars,0.5170584230639381
2021,Kansas City Chiefs,0.5786579144300921
2021,Las Vegas Raiders,0.49914694140630245
2021,Los Angeles Chargers,0.5627605102859735
2021,Los Angeles Rams,0.5508239616348412
2021,Miami Dolphins,0.44635544747303846
2021,Minnesota Vikings,0.562514688190475
2021,New England Patriots,0.4259599004413199
2021,New Orleans Saints,0.49065245136466995
2021,New York Giants,0.4697257198402989
2021,New York Jets,0.4720474601948527
2021,Philadelphia Eagles,0.4809517714769127
2021,Pittsburgh Steelers,0.5473971522736331
2021,San Francisco 49Ers,0.5420512981937102
2021,Seattle Seahawks,0.5618648550741517
2021,Tampa Bay Buccaneers,0.42978685458804494
2021,Tennessee Titans,0.5384043243590219
2021,Washington Commanders,0.5384314978487703
2022,Arizona Cardinals,0.5099289401435295
2022,Atlanta Falcons,0.47645256247850337
2022,Baltimore Ravens,0.5261546349225684
2022,Buffalo Bills,0.4859200794861339
2022,Carolina Panthers,0.4863563078402364
2022,Chicago Bears,0.4274396383547618
2022,Cincinnati Bengals,0.49509339410705805
2022,Cleveland Browns,0.4743903892470887
2022,Dallas Cowboys,0.5653081408529341
2022,Denver Broncos,0.5337178700018771
2022,Detroit Lions,0.5613455670157724
2022,Green Bay Packers,0.5435654591762527
2022,Houston Texans,0.41371045524443917
2022,Indianapolis Colts,0.5564978345957017
2022,Jacksonville Jaguars,0.4137370142495244
2022,Kansas City Chiefs,0.6231524099904515
2022,Las Vegas Raiders,0.5498710744194121
2022,Los Angeles Chargers,0.5783568901783678
2022,Los Angeles Rams,0.609715073927604
2022,Miami Dolphins,0.3686197912162262
2022,Minnesota Vikings,0.5625986044171453
2022,New England Patriots,0.48084422508492214
2022,New Orleans Saints,0.43342305627625427
2022,New York Giants,0.5484724522814881
2022,New York Jets,0.46284979062446596
2022,Philadelphia Eagles,0.4538482553281265
2022,Pittsburgh Steelers,0.49345525091799625
2022,San Francisco 49Ers,0.49509588319776066
2022,Seattle Seahawks,0.4460667577469717
2022,Tampa Bay Buccaneers,0.48097461420337856
2022,Tennessee Titans,0.4866655846787608
2022,Washington Commanders,0.5588721032035407
2023,Arizona Cardinals,0.5354040702426887
2023,Atlanta Falcons,0.48141492651726425
2023,Baltimore Ravens,0.49147212021361825
2023,Buffalo Bills,0.45241844712939405
2023,Carolina Panthers,0.46689069666378125
2023,Chicago Bears,0.5187757909072294
2023,Cincinnati Bengals,0.4980956327440012
2023,Cleveland Browns,0.5214188079938064
2023,Dallas Cowboys,0.513492958733165
2023,Denver Broncos,0.568245074179198
2023,Detroit Lions,0.526162669315185
2023,Green Bay Packers,0.4941414932298052
2023,Houston Texans,0.46263315694220686
2023,Indianapolis Colts,0.5358383536599367
2023,Jacksonville Jaguars,0.4586262988924273
2023,Kansas City Chiefs,0.5940265472730553
2023,Las Vegas Raiders,0.5201377143034472
2023,Los Angeles Chargers,0.5273283296904645
2023,Los Angeles Rams,0.6165466607721165
2023,Miami Dolphins,0.45485015202932255
2023,Minnesota Vikings,0.48348875342479986
2023,New England Patriots,0.4368818776475671
2023,New Orleans Saints,0.45297825540510067
2023,New York Giants,0.5010746280924804
2023,New York Jets,0.4847224844708779
2023,Philadelphia Eagles,0.4645536164386319
2023,Pittsburgh Steelers,0.5529874540090854
2023,San Francisco 49Ers,0.46659732519525815
2023,Seattle Seahawks,0.47353440273716046
2023,Tampa Bay Buccaneers,0.5313365590985539
2023,Tennessee Titans,0.6278268526172344
2023,Washington Commanders,0.5365906293819199
