Year,Team,Player,Position,Contract,Status
2013,Arizona Cardinals,Fitzgerald,WR,"$10,250,000",Active
2013,Arizona Cardinals,Campbell,DE,"$8,750,000",Active
2013,Arizona Cardinals,Dockett,DE,"$7,700,000",Active
2013,Arizona Cardinals,Colledge,G,"$7,275,000",Active
2013,Arizona Cardinals,Kolb,QB,"$6,000,000",Active
2013,Arizona Cardinals,Peterson,CB,"$5,026,227",Active
2013,Arizona Cardinals,Palmer,QB,"$4,000,000",Active
2013,Arizona Cardinals,Sendlein,C,"$3,675,000",Active
2013,Arizona Cardinals,Brown,LT,"$3,539,044",Active
2013,Arizona Cardinals,Bradley,ILB,"$3,000,000",Active
2013,Arizona Cardinals,Washington,ILB,"$2,854,044",Active
2013,Arizona Cardinals,Cooper,G,"$2,645,273",IR
2013,Arizona Cardinals,Mendenhall,RB,"$2,500,000",Active
2013,Arizona Cardinals,Floyd,WR,"$2,266,250",Active
2013,Arizona Cardinals,Dansby,ILB,"$2,250,000",Active
2013,Arizona Cardinals,Williams,DT,"$2,105,000",Active
2013,Arizona Cardinals,Feely,K,"$2,050,000",Active
2013,Arizona Cardinals,Powers,CB,"$2,000,000",Active
2013,Arizona Cardinals,Winston,RT,"$2,000,000",Active
2013,Arizona Cardinals,Wilson,S,"$1,925,000",Active
2013,Arizona Cardinals,King,TE,"$1,883,334",Active
2013,Arizona Cardinals,Stanton,QB,"$1,666,667",Active
2013,Arizona Cardinals,Abraham,OLB,"$1,600,000",Active
2013,Arizona Cardinals,Zastudil,P,"$1,575,000",Active
2013,Arizona Cardinals,Roberts,WR,"$1,504,050",Active
2013,Arizona Cardinals,Cason,CB,"$1,500,000",Active
2013,Arizona Cardinals,Williams,RB,"$1,365,663",Active
2013,Arizona Cardinals,Brinkley,ILB,"$1,300,000",Active
2013,Arizona Cardinals,Alexander,OLB,"$1,165,000",IR
2013,Arizona Cardinals,Johnson,FS,"$1,133,333",Active
2013,Arizona Cardinals,Leach,LS,"$1,091,666",Active
2013,Arizona Cardinals,Shaughnessy,DE,"$1,000,000",Active
2013,Arizona Cardinals,Snyder,G,"$1,000,000",Active
2013,Arizona Cardinals,Wells,RB,"$962,500",Active
2013,Arizona Cardinals,Housler,TE,"$816,023",Active
2013,Arizona Cardinals,Minter,ILB,"$798,236",Active
2013,Arizona Cardinals,Gibson,C,"$715,000",Active
2013,Arizona Cardinals,Sperry,TE,"$715,000",Active
2013,Arizona Cardinals,Fanaika,G,"$680,000",Active
2013,Arizona Cardinals,Acho,OLB,"$673,607",IR
2013,Arizona Cardinals,Arenas,CB,"$645,000",Active
2013,Arizona Cardinals,Dray,TE,"$642,250",Active
2013,Arizona Cardinals,Bell,S,"$635,000",Active
2013,Arizona Cardinals,Rucker,DE,"$620,000",Active
2013,Arizona Cardinals,Massie,RT,"$590,845",Active
2013,Arizona Cardinals,Mathieu,FS,"$570,625",IR
2013,Arizona Cardinals,Smith,RB,"$555,000",Active
2013,Arizona Cardinals,Talley,DE,"$555,000",Active
2013,Arizona Cardinals,Watford,G,"$513,716",Active
2013,Arizona Cardinals,Bethel,CB,"$508,556",Active
2013,Atlanta Falcons,Ryan,QB,"$9,600,000",Active
2013,Atlanta Falcons,White,WR,"$9,125,000",Active
2013,Atlanta Falcons,Blalock,G,"$7,660,000",Active
2013,Atlanta Falcons,Robinson,CB,"$5,800,000",Active
2013,Atlanta Falcons,Samuel,CB,"$5,700,000",Active
2013,Atlanta Falcons,Gonzalez,TE,"$5,250,000",Active
2013,Atlanta Falcons,Babineaux,DT,"$5,200,000",Active
2013,Atlanta Falcons,Edwards,DE,"$4,650,000",Active
2013,Atlanta Falcons,Jones,WR,"$4,413,750",IR
2013,Atlanta Falcons,Moore,SS,"$3,900,000",Active
2013,Atlanta Falcons,Umenyiora,OLB,"$3,750,000",Active
2013,Atlanta Falcons,Nicholas,OLB,"$3,500,000",Active
2013,Atlanta Falcons,Biermann,OLB,"$3,433,333",IR
2013,Atlanta Falcons,Baker,LT,"$3,000,000",Active
2013,Atlanta Falcons,Bryant,K,"$2,962,500",Active
2013,Atlanta Falcons,Jackson,RB,"$2,916,666",Active
2013,Atlanta Falcons,Douglas,WR,"$2,645,833",Active
2013,Atlanta Falcons,DeCoud,S,"$2,500,000",Active
2013,Atlanta Falcons,Weatherspoon,ILB,"$2,348,750",Active
2013,Atlanta Falcons,Jerry,DT,"$2,010,000",Active
2013,Atlanta Falcons,Turner,RB,"$2,000,000",Active
2013,Atlanta Falcons,Clabo,RT,"$1,550,000",Active
2013,Atlanta Falcons,Peters,DT,"$1,514,750",IR
2013,Atlanta Falcons,Abraham,OLB,"$1,500,000",Active
2013,Atlanta Falcons,Trufant,CB,"$1,484,745",Active
2013,Atlanta Falcons,Snelling,RB,"$1,208,333",Active
2013,Atlanta Falcons,Reynolds,G,"$1,065,000",Active
2013,Atlanta Falcons,Konz,C,"$815,591",Active
2013,Atlanta Falcons,Johnson,RT,"$790,554",IR
2013,Atlanta Falcons,Dent,ILB,"$760,725",Active
2013,Atlanta Falcons,Hawley,C,"$750,795",Active
2013,Atlanta Falcons,Smith,RB,"$662,500",Active
2013,Atlanta Falcons,Coffman,TE,"$630,000",Active
2013,Atlanta Falcons,Franks,CB,"$630,000",Active
2013,Atlanta Falcons,Alford,CB,"$618,436",Active
2013,Atlanta Falcons,Holmes,RT,"$613,400",Active
2013,Atlanta Falcons,Rodgers,RB,"$602,750",Active
2013,Atlanta Falcons,Bosher,P,"$578,950",Active
2013,Atlanta Falcons,Matthews,DE,"$566,750",Active
2013,Atlanta Falcons,Trueblood,RT,"$555,000",Active
2013,Atlanta Falcons,McClain,CB,"$555,000",Active
2013,Atlanta Falcons,Vaughan,RB,"$555,000",Active
2013,Atlanta Falcons,Massaquoi,DE,"$522,215",Active
2013,Atlanta Falcons,Goodman,DE,"$504,272",Active
2013,Atlanta Falcons,Robertson,DT,"$491,474",Active
2013,Atlanta Falcons,Gaither,ILB,"$489,705",Active
2013,Atlanta Falcons,Harris,LS,"$480,833",Active
2013,Atlanta Falcons,Davis,DE,"$480,666",Active
2013,Atlanta Falcons,Toilolo,TE,"$480,146",Active
2013,Atlanta Falcons,Cone,WR,"$480,000",Active
2013,Baltimore Ravens,Suggs,OLB,"$13,020,000",Active
2013,Baltimore Ravens,Ngata,DT,"$11,500,000",Active
2013,Baltimore Ravens,Yanda,G,"$7,450,000",Active
2013,Baltimore Ravens,Flacco,QB,"$6,800,000",Active
2013,Baltimore Ravens,Rice,RB,"$5,750,000",Active
2013,Baltimore Ravens,Webb,CB,"$5,385,000",Active
2013,Baltimore Ravens,Oher,RT,"$4,955,000",Active
2013,Baltimore Ravens,Jones,WR,"$4,900,000",Active
2013,Baltimore Ravens,Monroe,LT,"$3,110,882",Active
2013,Baltimore Ravens,Lewis,LB,"$2,950,000",Active
2013,Baltimore Ravens,McClain,ILB,"$2,700,000",Active
2013,Baltimore Ravens,Graham,FS,"$2,650,000",Active
2013,Baltimore Ravens,Koch,P,"$2,500,000",Active
2013,Baltimore Ravens,Dumervil,OLB,"$2,500,000",Active
2013,Baltimore Ravens,Smith,CB,"$2,035,008",Active
2013,Baltimore Ravens,Jones,DT,"$2,023,000",Active
2013,Baltimore Ravens,Pitta,TE,"$2,023,000",Active
2013,Baltimore Ravens,Cundiff,K,"$1,800,000",Active
2013,Baltimore Ravens,Boldin,WR,"$1,531,250",Active
2013,Baltimore Ravens,Canty,DE,"$1,506,666",Active
2013,Baltimore Ravens,Leach,FB,"$1,420,000",Active
2013,Baltimore Ravens,Birk,C,"$1,400,000",Active
2013,Baltimore Ravens,Leach,FB,"$1,333,334",Active
2013,Baltimore Ravens,Dickson,TE,"$1,323,000",Active
2013,Baltimore Ravens,Elam,SS,"$1,230,364",Active
2013,Baltimore Ravens,Upshaw,DT,"$1,203,795",Active
2013,Baltimore Ravens,Smith,ILB,"$1,125,000",Active
2013,Baltimore Ravens,Miles,SS,"$1,089,529",Active
2013,Baltimore Ravens,McKinnie,LT,"$1,000,000",Active
2013,Baltimore Ravens,Smith,WR,"$924,336",Active
2013,Baltimore Ravens,Cody,DT,"$910,000",Active
2013,Baltimore Ravens,Spears,DE,"$900,000",Active
2013,Baltimore Ravens,Huff,S,"$850,000",Active
2013,Baltimore Ravens,McKinnie,LT,"$849,265",Active
2013,Baltimore Ravens,Osemele,G,"$760,425",IR
2013,Baltimore Ravens,Cox,LS,"$755,000",Active
2013,Baltimore Ravens,Pollard,S,"$750,000",Active
2013,Baltimore Ravens,Reid,RT,"$695,810",Active
2013,Baltimore Ravens,Brown,ILB,"$646,224",Active
2013,Baltimore Ravens,Clark,TE,"$620,000",Active
2013,Baltimore Ravens,Ihedigbo,SS,"$620,000",Active
2013,Baltimore Ravens,Stokley,WR,"$620,000",Active
2013,Baltimore Ravens,Pierce,RB,"$618,986",Active
2013,Baltimore Ravens,Gradkowski,C,"$601,106",Active
2013,Baltimore Ravens,Brown,CB,"$591,140",Active
2013,Baltimore Ravens,McPhee,OLB,"$591,140",Active
2013,Baltimore Ravens,Taylor,QB,"$581,327",Active
2013,Baltimore Ravens,McClellan,ILB,"$555,000",Active
2013,Baltimore Ravens,Stokley,WR,"$555,000",IR
2013,Baltimore Ravens,Bajema,TE,"$555,000",Active
2013,Buffalo Bills,Williams,DE,"$12,400,000",Active
2013,Buffalo Bills,Byrd,FS,"$6,916,000",Active
2013,Buffalo Bills,Williams,DT,"$5,805,000",Active
2013,Buffalo Bills,Johnson,WR,"$5,650,000",Active
2013,Buffalo Bills,Dareus,DT,"$5,565,628",Active
2013,Buffalo Bills,Wood,C,"$5,048,750",Active
2013,Buffalo Bills,Branch,DT,"$3,775,000",Active
2013,Buffalo Bills,Spiller,RB,"$3,718,750",Active
2013,Buffalo Bills,Jackson,RB,"$3,700,000",Active
2013,Buffalo Bills,McKelvin,CB,"$3,050,000",Active
2013,Buffalo Bills,Fitzpatrick,QB,"$3,000,000",Active
2013,Buffalo Bills,Chandler,TE,"$2,975,000",Active
2013,Buffalo Bills,Urbik,G,"$2,850,000",Active
2013,Buffalo Bills,Pears,RT,"$2,800,000",Active
2013,Buffalo Bills,Gilmore,CB,"$2,746,400",Active
2013,Buffalo Bills,Kolb,QB,"$2,500,000",Active
2013,Buffalo Bills,Lawson,OLB,"$2,400,000",Active
2013,Buffalo Bills,McGee,CB,"$2,250,000",Active
2013,Buffalo Bills,Manuel,QB,"$1,615,509",Active
2013,Buffalo Bills,Anderson,DE,"$1,600,000",Active
2013,Buffalo Bills,Williams,SS,"$1,434,134",IR
2013,Buffalo Bills,Smith,WR,"$1,382,353",Active
2013,Buffalo Bills,Moats,OLB,"$1,351,000",Active
2013,Buffalo Bills,McKelvin,CB,"$1,165,832",Active
2013,Buffalo Bills,Glenn,T,"$1,105,723",Active
2013,Buffalo Bills,Sanborn,LS,"$1,061,667",Active
2013,Buffalo Bills,Legursky,C,"$900,000",Active
2013,Buffalo Bills,Lindell,K,"$887,500",Active
2013,Buffalo Bills,Woods,WR,"$884,868",Active
2013,Buffalo Bills,Hughes,DE,"$870,000",Active
2013,Buffalo Bills,Carrington,DT,"$846,000",IR
2013,Buffalo Bills,Kelsay,DE,"$800,000",Active
2013,Buffalo Bills,Alonso,OLB,"$781,891",Active
2013,Buffalo Bills,Graham,WR,"$677,813",Active
2013,Buffalo Bills,Searcy,SS,"$676,106",Active
2013,Buffalo Bills,Wilson,S,"$666,667",Active
2013,Buffalo Bills,Brown,G,"$660,000",Active
2013,Buffalo Bills,Welch,RT,"$630,000",Active
2013,Buffalo Bills,Bradham,OLB,"$594,356",Active
2013,Buffalo Bills,Smith,TE,"$583,934",Active
2013,Buffalo Bills,Brooks,CB,"$580,135",Active
2013,Buffalo Bills,Leonhard,S,"$555,000",Active
2013,Buffalo Bills,Carpenter,K,"$555,000",Active
2013,Buffalo Bills,Westerman,LB,"$555,000",Active
2013,Buffalo Bills,Goodwin,WR,"$554,719",Active
2013,Buffalo Bills,Williams,FS,"$522,563",Active
2013,Buffalo Bills,Barnett,ILB,"$500,000",Active
2013,Buffalo Bills,Smith,WR,"$500,000",Active
2013,Buffalo Bills,Jackson,QB,"$500,000",Active
2013,Buffalo Bills,Easley,WR,"$480,000",Active
2013,Carolina Panthers,Johnson,DE,"$8,740,000",IR
2013,Carolina Panthers,Davis,LB,"$6,816,666",Active
2013,Carolina Panthers,Kalil,C,"$6,400,000",Active
2013,Carolina Panthers,Newton,QB,"$6,006,954",Active
2013,Carolina Panthers,Smith,WR,"$5,750,000",Active
2013,Carolina Panthers,Beason,ILB,"$5,313,419",Active
2013,Carolina Panthers,Williams,RB,"$5,000,000",Active
2013,Carolina Panthers,Godfrey,SS,"$3,700,000",IR
2013,Carolina Panthers,Olsen,TE,"$3,300,000",Active
2013,Carolina Panthers,Stewart,RB,"$3,015,000",Active
2013,Carolina Panthers,Gamble,CB,"$3,000,000",Active
2013,Carolina Panthers,Kuechly,ILB,"$2,858,773",Active
2013,Carolina Panthers,Tolbert,FB,"$2,025,000",Active
2013,Carolina Panthers,Mare,K,"$2,000,000",Active
2013,Carolina Panthers,Gross,LT,"$1,900,000",Active
2013,Carolina Panthers,Wharton,G,"$1,862,882",Active
2013,Carolina Panthers,Lotulelei,DT,"$1,746,273",Active
2013,Carolina Panthers,Edwards,DT,"$1,600,000",Active
2013,Carolina Panthers,LaFell,WR,"$1,554,600",Active
2013,Carolina Panthers,Anderson,OLB,"$1,400,000",Active
2013,Carolina Panthers,Hardy,DE,"$1,328,946",Active
2013,Carolina Panthers,Williams,G,"$1,258,333",IR
2013,Carolina Panthers,Hixon,WR,"$1,162,500",Active
2013,Carolina Panthers,Silatolu,G,"$1,122,069",IR
2013,Carolina Panthers,Wharton,G,"$1,100,000",Active
2013,Carolina Panthers,Ginn Jr.,WR,"$1,100,000",Active
2013,Carolina Panthers,Munnerlyn,CB,"$1,100,000",Active
2013,Carolina Panthers,Blackburn,OLB,"$1,000,000",Active
2013,Carolina Panthers,Mitchell,FS,"$1,000,000",Active
2013,Carolina Panthers,Clausen,QB,"$952,500",IR
2013,Carolina Panthers,Jansen,LS,"$865,000",Active
2013,Carolina Panthers,Short,DT,"$841,879",Active
2013,Carolina Panthers,Edwards,DT,"$833,333",Active
2013,Carolina Panthers,Hangartner,G,"$716,666",Active
2013,Carolina Panthers,Gano,K,"$715,000",Active
2013,Carolina Panthers,Scott,G,"$630,000",Active
2013,Carolina Panthers,Campbell,RT,"$630,000",IR
2013,Carolina Panthers,Mikell,S,"$620,000",Active
2013,Carolina Panthers,Cole,DT,"$620,000",Active
2013,Carolina Panthers,Hartsock,TE,"$620,000",Active
2013,Carolina Panthers,Senn,OLB,"$620,000",Active
2013,Carolina Panthers,Pilares,WR,"$608,878",IR
2013,Carolina Panthers,Alexander,DE,"$597,563",Active
2013,Carolina Panthers,Thomas,CB,"$570,000",Active
2013,Carolina Panthers,Bell,RT,"$559,667",Active
2013,Carolina Panthers,Anderson,QB,"$555,000",Active
2013,Carolina Panthers,Addison,DE,"$555,000",Active
2013,Carolina Panthers,Brockel,TE,"$555,000",Active
2013,Carolina Panthers,Jones,FS,"$555,000",Active
2013,Carolina Panthers,Smith,RB,"$555,000",Active
2013,Chicago Bears,Peppers,DE,"$14,383,333",Active
2013,Chicago Bears,Cutler,QB,"$10,370,000",Active
2013,Chicago Bears,Marshall,WR,"$9,300,000",Active
2013,Chicago Bears,Melton,DT,"$8,450,000",IR
2013,Chicago Bears,Tillman,CB,"$8,000,000",IR
2013,Chicago Bears,Briggs,OLB,"$7,416,670",Active
2013,Chicago Bears,Forte,RB,"$7,268,750",Active
2013,Chicago Bears,Jennings,CB,"$5,100,000",Active
2013,Chicago Bears,Gould,K,"$3,525,000",Active
2013,Chicago Bears,Bushrod,T,"$3,015,000",Active
2013,Chicago Bears,Hester,WR,"$2,940,856",Active
2013,Chicago Bears,Bennett,WR,"$2,550,000",Active
2013,Chicago Bears,Bush,RB,"$2,500,000",Active
2013,Chicago Bears,Garza,C,"$2,125,000",Active
2013,Chicago Bears,Bennett,TE,"$1,940,000",Active
2013,Chicago Bears,McClellin,OLB,"$1,878,045",Active
2013,Chicago Bears,Podlesh,P,"$1,725,000",Active
2013,Chicago Bears,Long,G,"$1,509,264",Active
2013,Chicago Bears,Wright,S,"$1,492,825",Active
2013,Chicago Bears,Wootton,DT,"$1,449,793",Active
2013,Chicago Bears,Weems,WR,"$1,415,000",Active
2013,Chicago Bears,Davis,TE,"$1,350,000",Active
2013,Chicago Bears,Williams,ILB,"$1,328,125",IR
2013,Chicago Bears,Anderson,OLB,"$1,250,000",Active
2013,Chicago Bears,Mannelly,LS,"$1,040,000",Active
2013,Chicago Bears,Jeffery,WR,"$1,033,598",Active
2013,Chicago Bears,Paea,DT,"$1,005,246",Active
2013,Chicago Bears,Costanzo,OLB,"$940,000",Active
2013,Chicago Bears,Carimi,G,"$907,918",Active
2013,Chicago Bears,Steltz,S,"$827,500",Active
2013,Chicago Bears,Slauson,G,"$815,000",Active
2013,Chicago Bears,Fiammetta,FB,"$780,000",Active
2013,Chicago Bears,Bostic,ILB,"$716,509",Active
2013,Chicago Bears,Conte,FS,"$698,400",Active
2013,Chicago Bears,Scott,LT,"$672,941",Active
2013,Chicago Bears,McManis,CB,"$630,000",Active
2013,Chicago Bears,Collins,DT,"$630,000",Active
2013,Chicago Bears,Bowman,CB,"$620,000",Active
2013,Chicago Bears,Rosario,TE,"$620,000",Active
2013,Chicago Bears,Hayden,CB,"$620,000",IR
2013,Chicago Bears,McCown,QB,"$580,000",Active
2013,Chicago Bears,Britton,RT,"$555,000",Active
2013,Chicago Bears,Walters,SS,"$555,000",Active
2013,Chicago Bears,Cohen,DT,"$518,823",Active
2013,Chicago Bears,Greene,OLB,"$513,023",Active
2013,Chicago Bears,Toeaina,DT,"$500,000",Active
2013,Chicago Bears,Brown,G,"$480,000",Active
2013,Chicago Bears,Pocic,RT,"$480,000",Active
2013,Chicago Bears,Mills,RT,"$446,200",Active
2013,Chicago Bears,Washington,DE,"$430,947",Active
2013,Cincinnati Bengals,Johnson,DE,"$11,175,000",Active
2013,Cincinnati Bengals,Hall,CB,"$8,400,000",IR
2013,Cincinnati Bengals,Atkins,DT,"$7,118,114",IR
2013,Cincinnati Bengals,Dunlap,DE,"$6,907,000",Active
2013,Cincinnati Bengals,Whitworth,LT,"$6,750,000",Active
2013,Cincinnati Bengals,Green,WR,"$5,369,481",Active
2013,Cincinnati Bengals,Peko,DT,"$5,100,000",Active
2013,Cincinnati Bengals,Smith,RT,"$5,000,000",Active
2013,Cincinnati Bengals,Nelson,FS,"$4,125,000",Active
2013,Cincinnati Bengals,Cook,C,"$3,340,000",Active
2013,Cincinnati Bengals,Green-Ellis,RB,"$3,250,000",Active
2013,Cincinnati Bengals,Geathers,DE,"$3,250,000",Active
2013,Cincinnati Bengals,Newman,CB,"$3,000,000",Active
2013,Cincinnati Bengals,Huber,P,"$2,720,000",IR
2013,Cincinnati Bengals,Maualuga,ILB,"$2,625,000",Active
2013,Cincinnati Bengals,Gilberry,DE,"$2,550,000",Active
2013,Cincinnati Bengals,Gresham,TE,"$2,296,750",Active
2013,Cincinnati Bengals,Collins,LT,"$2,125,000",Active
2013,Cincinnati Bengals,Harrison,OLB,"$2,000,000",Active
2013,Cincinnati Bengals,Kirkpatrick,CB,"$1,959,772",Active
2013,Cincinnati Bengals,Rivers,OLB,"$1,944,168",Active
2013,Cincinnati Bengals,Zeitler,G,"$1,714,591",Active
2013,Cincinnati Bengals,Nugent,K,"$1,600,000",Active
2013,Cincinnati Bengals,Jones,CB,"$1,600,000",Active
2013,Cincinnati Bengals,Smith,RT,"$1,508,000",Active
2013,Cincinnati Bengals,Eifert,TE,"$1,501,091",Active
2013,Cincinnati Bengals,Dalton,QB,"$1,422,054",Active
2013,Cincinnati Bengals,Harris,LS,"$1,340,000",Active
2013,Cincinnati Bengals,Peerman,RB,"$1,115,000",Active
2013,Cincinnati Bengals,Tate,WR,"$966,000",Active
2013,Cincinnati Bengals,Bernard,RB,"$955,153",Active
2013,Cincinnati Bengals,Johnson,QB,"$921,250",Active
2013,Cincinnati Bengals,Still,DT,"$856,619",IR
2013,Cincinnati Bengals,Pressley,FB,"$741,177",Active
2013,Cincinnati Bengals,Wharton,G,"$700,000",Active
2013,Cincinnati Bengals,Boling,G,"$675,362",IR
2013,Cincinnati Bengals,Hunt,DE,"$667,473",Active
2013,Cincinnati Bengals,Mays,SS,"$645,000",IR
2013,Cincinnati Bengals,Boley,LB,"$642,353",Active
2013,Cincinnati Bengals,Sanu,WR,"$630,813",Active
2013,Cincinnati Bengals,Ghee,CB,"$630,000",Active
2013,Cincinnati Bengals,Nwagbuo,DT,"$630,000",Active
2013,Cincinnati Bengals,Rey,OLB,"$630,000",Active
2013,Cincinnati Bengals,Pollak,G,"$620,000",Active
2013,Cincinnati Bengals,Smith,TE,"$620,000",IR
2013,Cincinnati Bengals,Thompson,DT,"$615,300",Active
2013,Cincinnati Bengals,Charles,FB,"$587,325",Active
2013,Cincinnati Bengals,Whalen,WR,"$586,278",Active
2013,Cincinnati Bengals,Hawkins,WR,"$555,000",Active
2013,Cincinnati Bengals,Sanzenbacher,WR,"$555,000",Active
2013,Cleveland Browns,Thomas,LT,"$11,400,000",Active
2013,Cleveland Browns,Haden,CB,"$9,086,129",Active
2013,Cleveland Browns,Kruger,OLB,"$8,200,000",Active
2013,Cleveland Browns,Bryant,DE,"$8,000,000",Active
2013,Cleveland Browns,Rubin,DT,"$7,575,000",Active
2013,Cleveland Browns,Jackson,ILB,"$6,400,000",Active
2013,Cleveland Browns,Mack,C,"$5,032,000",Active
2013,Cleveland Browns,Rucker,DE,"$4,000,000",Active
2013,Cleveland Browns,Richardson,RB,"$3,490,703",Active
2013,Cleveland Browns,Mingo,OLB,"$2,972,182",Active
2013,Cleveland Browns,Bess,WR,"$2,683,334",Active
2013,Cleveland Browns,Taylor,DT,"$2,207,250",Active
2013,Cleveland Browns,Greco,G,"$2,090,000",Active
2013,Cleveland Browns,Weeden,QB,"$1,837,181",Active
2013,Cleveland Browns,Campbell,QB,"$1,500,000",Active
2013,Cleveland Browns,Lauvao,G,"$1,497,250",Active
2013,Cleveland Browns,Sheard,DE,"$1,388,250",Active
2013,Cleveland Browns,Groves,OLB,"$1,300,000",Active
2013,Cleveland Browns,Ward,SS,"$1,198,750",Active
2013,Cleveland Browns,Schwartz,RT,"$1,175,191",Active
2013,Cleveland Browns,Gordon,WR,"$1,122,469",Active
2013,Cleveland Browns,Yount,LS,"$1,055,000",Active
2013,Cleveland Browns,Patterson,CB,"$1,000,000",Active
2013,Cleveland Browns,Little,WR,"$907,500",Active
2013,Cleveland Browns,Owens,CB,"$882,353",Active
2013,Cleveland Browns,Cousins,G,"$800,000",Active
2013,Cleveland Browns,Ogbonnaya,RB,"$775,000",Active
2013,Cleveland Browns,Barnidge,TE,"$750,000",Active
2013,Cleveland Browns,Hoyer,QB,"$715,000",IR
2013,Cleveland Browns,Cameron,TE,"$674,350",Active
2013,Cleveland Browns,Wallace,QB,"$666,668",Active
2013,Cleveland Browns,Gocong,LB,"$625,000",Active
2013,Cleveland Browns,Hughes,DT,"$616,035",Active
2013,Cleveland Browns,Skrine,CB,"$605,500",Active
2013,Cleveland Browns,Pinkston,G,"$602,000",Active
2013,Cleveland Browns,Benjamin,WR,"$599,250",IR
2013,Cleveland Browns,McFadden,CB,"$572,813",Active
2013,Cleveland Browns,Cundiff,K,"$555,000",Active
2013,Cleveland Browns,Lewis,RB,"$555,000",IR
2013,Cleveland Browns,Butler,LT,"$555,000",Active
2013,Cleveland Browns,Winn,DE,"$499,670",Active
2013,Cleveland Browns,McGahee,RB,"$489,705",Active
2013,Cleveland Browns,Bademosi,CB,"$480,833",Active
2013,Cleveland Browns,Gipson,FS,"$480,500",Active
2013,Cleveland Browns,Carder,ILB,"$480,000",Active
2013,Cleveland Browns,Kitchen,DT,"$480,000",Active
2013,Cleveland Browns,Robertson,ILB,"$480,000",Active
2013,Cleveland Browns,Gilkey,G,"$417,848",Active
2013,Cleveland Browns,Bryant,DE,"$416,474",Active
2013,Cleveland Browns,Wallace,LT,"$407,000",Active
2013,Dallas Cowboys,Romo,QB,"$11,818,833",IR
2013,Dallas Cowboys,Spencer,OLB,"$10,627,200",IR
2013,Dallas Cowboys,Ware,OLB,"$8,593,750",Active
2013,Dallas Cowboys,Free,RT,"$6,520,000",Active
2013,Dallas Cowboys,Carr,CB,"$5,432,000",Active
2013,Dallas Cowboys,Witten,TE,"$4,352,000",Active
2013,Dallas Cowboys,Claiborne,CB,"$3,696,478",Active
2013,Dallas Cowboys,Austin,WR,"$3,589,400",Active
2013,Dallas Cowboys,Smith,LT,"$3,408,027",Active
2013,Dallas Cowboys,Lee,OLB,"$2,930,000",Active
2013,Dallas Cowboys,Scandrick,CB,"$2,816,250",Active
2013,Dallas Cowboys,Ratliff,DT,"$2,732,000",Active
2013,Dallas Cowboys,Hatcher,DE,"$2,600,000",Active
2013,Dallas Cowboys,Sensabaugh,S,"$2,400,000",Active
2013,Dallas Cowboys,Bryant,WR,"$2,197,500",Active
2013,Dallas Cowboys,Bernadeau,C,"$2,039,166",Active
2013,Dallas Cowboys,Newman,CB,"$2,000,000",Active
2013,Dallas Cowboys,Orton,QB,"$1,967,500",Active
2013,Dallas Cowboys,Livings,G,"$1,661,250",Active
2013,Dallas Cowboys,Waters,G,"$1,500,000",Active
2013,Dallas Cowboys,Parnell,RT,"$1,356,421",Active
2013,Dallas Cowboys,Connor,ILB,"$1,350,000",Active
2013,Dallas Cowboys,Carter,OLB,"$1,323,981",Active
2013,Dallas Cowboys,Church,SS,"$1,323,000",Active
2013,Dallas Cowboys,Cook,C,"$1,250,000",Active
2013,Dallas Cowboys,Frederick,C,"$1,249,096",Active
2013,Dallas Cowboys,Ladouceur,LS,"$985,000",Active
2013,Dallas Cowboys,Costa,C,"$975,000",Active
2013,Dallas Cowboys,Durant,OLB,"$950,000",IR
2013,Dallas Cowboys,Murray,RB,"$810,938",Active
2013,Dallas Cowboys,Escobar,TE,"$765,544",Active
2013,Dallas Cowboys,McCray,SS,"$730,000",Active
2013,Dallas Cowboys,Ratliff,DT,"$715,000",Active
2013,Dallas Cowboys,Spears,DE,"$700,000",Active
2013,Dallas Cowboys,Crawford,DE,"$643,813",IR
2013,Dallas Cowboys,Hayden,DT,"$630,000",Active
2013,Dallas Cowboys,Selvie,DE,"$630,000",Active
2013,Dallas Cowboys,Wilber,OLB,"$589,805",Active
2013,Dallas Cowboys,Harris,WR,"$565,000",Active
2013,Dallas Cowboys,Williams,WR,"$559,868",Active
2013,Dallas Cowboys,Bailey,K,"$555,833",Active
2013,Dallas Cowboys,Tanner,RB,"$555,500",Active
2013,Dallas Cowboys,Sims,OLB,"$555,000",Active
2013,Dallas Cowboys,Jones,P,"$555,000",Active
2013,Dallas Cowboys,Allen,SS,"$555,000",Active
2013,Dallas Cowboys,Wilcox,FS,"$551,517",Active
2013,Dallas Cowboys,Webb,CB,"$515,845",Active
2013,Dallas Cowboys,Hanna,TE,"$506,213",Active
2013,Dallas Cowboys,Albright,OLB,"$489,706",Active
2013,Dallas Cowboys,Bosworth,OLB,"$489,706",Active
2013,Denver Broncos,Manning,QB,"$17,500,000",Active
2013,Denver Broncos,Clady,LT,"$12,600,000",IR
2013,Denver Broncos,Bailey,CB,"$10,750,000",Active
2013,Denver Broncos,Miller,OLB,"$4,921,215",IR
2013,Denver Broncos,Dumervil,OLB,"$4,869,000",Active
2013,Denver Broncos,Welker,WR,"$4,150,000",Active
2013,Denver Broncos,Dreessen,TE,"$3,666,666",Active
2013,Denver Broncos,Prater,K,"$3,312,500",Active
