Year,Team,Player,Position,Contract,Status
2020,Minnesota Vikings,O'Neill,RT,"$1,201,810",Active
2020,Minnesota Vikings,Cleveland,LT,"$1,006,765",Active
2020,Minnesota Vikings,Sharpe,WR,"$1,000,000",Active
2020,Minnesota Vikings,Johnson,DT,"$994,591",Active
2020,Minnesota Vikings,Holmes,DT,"$932,849",Active
2020,Minnesota Vikings,Abdullah,RB,"$887,500",Active
2020,Minnesota Vikings,Hill,RT,"$887,500",Active
2020,Minnesota Vikings,Mannion,QB,"$887,500",Active
2020,Minnesota Vikings,Mattison,RB,"$880,543",Active
2020,Minnesota Vikings,Samia,G,"$859,279",Active
2020,Minnesota Vikings,Dozier,G,"$840,000",Active
2020,Minnesota Vikings,Dantzler,CB,"$833,750",Active
2020,Minnesota Vikings,Conklin,TE,"$820,257",Active
2020,Minnesota Vikings,Odenigbo,DE,"$812,500",Active
2020,Minnesota Vikings,Griffen,DE,"$800,000",Active
2020,Minnesota Vikings,Wonnum,DE,"$797,695",Active
2020,Minnesota Vikings,Lynch,DT,"$782,749",Active
2020,Minnesota Vikings,Boone,RB,"$752,500",Active
2020,Minnesota Vikings,Beebe,WR,"$750,000",Active
2020,Minnesota Vikings,Dye,OLB,"$717,880",Active
2020,Minnesota Vikings,Watts,DT,"$717,113",Active
2020,Minnesota Vikings,Udoh,RT,"$716,741",Active
2020,Minnesota Vikings,Johnson,WR,"$693,572",Active
2020,Minnesota Vikings,Hand,CB,"$684,695",Active
2020,New England Patriots,Gilmore,CB,"$23,639,584",IR
2020,New England Patriots,Thuney,G,"$14,781,000",Active
2020,New England Patriots,Brady,QB,"$13,500,000",Active
2020,New England Patriots,Edelman,WR,"$9,104,167",IR
2020,New England Patriots,Mason,G,"$8,587,500",Active
2020,New England Patriots,Jones,CB,"$6,018,750",Active
2020,New England Patriots,Guy,DE,"$5,866,668",Active
2020,New England Patriots,McCourty,CB,"$5,550,000",Active
2020,New England Patriots,McCourty,FS,"$5,400,000",Active
2020,New England Patriots,Brown,WR,"$4,750,000",Active
2020,New England Patriots,White,RB,"$4,593,750",Active
2020,New England Patriots,Andrews,C,"$3,400,000",Active
2020,New England Patriots,Butler,DT,"$3,259,000",Active
2020,New England Patriots,Wynn,LT,"$3,120,519",IR
2020,New England Patriots,Burkhead,RB,"$2,925,000",IR
2020,New England Patriots,Cannon,RT,"$2,766,667",Active
2020,New England Patriots,Simon,DE,"$2,675,000",Active
2020,New England Patriots,Michel,RB,"$2,625,462",Active
2020,New England Patriots,Slater,WR,"$2,575,000",Active
2020,New England Patriots,Phillips,FS,"$2,500,000",Active
2020,New England Patriots,Harry,WR,"$2,295,079",Active
2020,New England Patriots,Wise,DE,"$2,278,140",Active
2020,New England Patriots,Allen,DT,"$2,150,000",IR
2020,New England Patriots,Eluemunor,G,"$2,133,000",Active
2020,New England Patriots,Bethel,CB,"$2,000,000",Active
2020,New England Patriots,Bennett,DE,"$2,000,000",Active
2020,New England Patriots,Brooks,FS,"$1,985,000",Active
2020,New England Patriots,Byrd,WR,"$1,521,875",Active
2020,New England Patriots,Dugger,S,"$1,514,891",Active
2020,New England Patriots,Williams,CB,"$1,505,381",Active
2020,New England Patriots,Davis,FS,"$1,500,000",Active
2020,New England Patriots,Calhoun,OLB,"$1,484,375",Active
2020,New England Patriots,Gostkowski,K,"$1,400,000",Active
2020,New England Patriots,King,LB,"$1,276,666",Active
2020,New England Patriots,Harmon,SS,"$1,250,000",Active
2020,New England Patriots,Newton,QB,"$1,137,500",Active
2020,New England Patriots,Cardona,LS,"$1,080,000",Active
2020,New England Patriots,Winovich,DE,"$930,328",Active
2020,New England Patriots,Uche,OLB,"$918,114",IR
2020,New England Patriots,Copeland,OLB,"$887,500",IR
2020,New England Patriots,Harris,RB,"$852,416",IR
2020,New England Patriots,Chung,SS,"$850,000",Active
2020,New England Patriots,Cajuste,LT,"$840,545",IR
2020,New England Patriots,Jennings,LB,"$835,794",Active
2020,New England Patriots,Stidham,QB,"$834,028",Active
2020,New England Patriots,Asiasi,TE,"$833,240",Active
2020,New England Patriots,Bentley,ILB,"$825,988",Active
2020,New England Patriots,Keene,TE,"$781,010",Active
2020,New England Patriots,Dawson,CB,"$765,408",Active
2020,New England Patriots,Jackson,CB,"$753,334",Active
2020,New Orleans Saints,Brees,QB,"$23,650,000",Active
2020,New Orleans Saints,Jordan,DE,"$9,097,000",Active
2020,New Orleans Saints,Cook,TE,"$9,000,000",Active
2020,New Orleans Saints,Armstead,LT,"$8,325,000",Active
2020,New Orleans Saints,Thomas,WR,"$7,000,000",Active
2020,New Orleans Saints,Brown,DT,"$5,943,750",Active
2020,New Orleans Saints,Easton,C,"$5,875,000",IR
2020,New Orleans Saints,Davis,OLB,"$5,800,000",Active
2020,New Orleans Saints,Warford,G,"$5,125,000",Active
2020,New Orleans Saints,Lattimore,CB,"$4,887,136",Active
2020,New Orleans Saints,Hill,QB,"$4,841,000",Active
2020,New Orleans Saints,Sanders,WR,"$4,600,000",Active
2020,New Orleans Saints,Morstead,P,"$4,300,000",Active
2020,New Orleans Saints,Lutz,K,"$4,200,000",Active
2020,New Orleans Saints,Kamara,RB,"$4,076,193",Active
2020,New Orleans Saints,Murray,RB,"$4,050,000",Active
2020,New Orleans Saints,Jenkins,CB,"$4,050,000",Active
2020,New Orleans Saints,Bridgewater,QB,"$4,000,000",Active
2020,New Orleans Saints,Jenkins,FS,"$3,800,000",Active
2020,New Orleans Saints,Davenport,DE,"$3,747,789",Active
2020,New Orleans Saints,Rankins,DT,"$3,690,000",Active
2020,New Orleans Saints,Peat,G,"$3,600,000",Active
2020,New Orleans Saints,Onyemata,DT,"$3,500,000",Active
2020,New Orleans Saints,Robinson,CB,"$3,350,000",Active
2020,New Orleans Saints,Alonso,OLB,"$3,100,000",Active
2020,New Orleans Saints,Winston,QB,"$2,860,000",Active
2020,New Orleans Saints,Ramczyk,RT,"$2,829,131",Active
2020,New Orleans Saints,Hill,TE,"$2,813,750",Active
2020,New Orleans Saints,Robertson,ILB,"$2,400,000",Active
2020,New Orleans Saints,Ruiz,G,"$2,305,310",Active
2020,New Orleans Saints,Williams,SS,"$1,985,595",Active
2020,New Orleans Saints,Hardee,CB,"$1,500,000",Active
2020,New Orleans Saints,McCoy,C,"$1,383,639",Active
2020,New Orleans Saints,Banjo,SS,"$1,200,000",Active
2020,New Orleans Saints,Alexander,OLB,"$1,079,378",IR
2020,New Orleans Saints,Williams,CB,"$1,047,500",Active
2020,New Orleans Saints,Anzalone,OLB,"$1,025,148",Active
2020,New Orleans Saints,Hendrickson,DE,"$1,001,572",Active
2020,New Orleans Saints,Wood,LS,"$1,000,000",Active
2020,New Orleans Saints,Klein,OLB,"$1,000,000",Active
2020,New Orleans Saints,Smith,WR,"$954,256",Active
2020,New Orleans Saints,Edwards,DE,"$945,000",Active
2020,New Orleans Saints,Burton,FB,"$887,500",Active
2020,New Orleans Saints,Montgomery,RB,"$887,500",Active
2020,New Orleans Saints,Washington,RB,"$887,500",Active
2020,New Orleans Saints,Bademosi,CB,"$887,500",IR
2020,New Orleans Saints,Baun,OLB,"$874,762",Active
2020,New Orleans Saints,Gardner-Johnson,SS,"$871,025",Active
2020,New Orleans Saints,Trautman,TE,"$818,074",Active
2020,New Orleans Saints,Swearinger,FS,"$800,000",Active
2020,New York Giants,Williams,DE,"$16,126,000",Active
2020,New York Giants,Zeitler,G,"$12,500,000",Active
2020,New York Giants,Tate,WR,"$10,352,942",Active
2020,New York Giants,Martinez,ILB,"$10,000,000",Active
2020,New York Giants,Bradberry,CB,"$10,000,000",Active
2020,New York Giants,Barkley,RB,"$8,597,659",IR
2020,New York Giants,Shepard,WR,"$8,500,000",Active
2020,New York Giants,Ryan,CB,"$8,050,000",Active
2020,New York Giants,Jones,QB,"$5,922,740",Active
2020,New York Giants,Thomas,RT,"$5,881,016",Active
2020,New York Giants,Solder,LT,"$5,600,000",Active
2020,New York Giants,Fackrell,OLB,"$4,600,000",Active
2020,New York Giants,Mayo,ILB,"$3,550,000",Active
2020,New York Giants,Jenkins,CB,"$3,500,000",Active
2020,New York Giants,Ogletree,ILB,"$3,500,000",Active
2020,New York Giants,Fleming,RT,"$3,437,500",Active
2020,New York Giants,Engram,TE,"$3,410,371",Active
2020,New York Giants,Toilolo,TE,"$3,250,000",Active
2020,New York Giants,Lawrence,DE,"$3,010,918",Active
2020,New York Giants,Gano,K,"$3,000,000",Active
2020,New York Giants,Dixon,P,"$2,785,000",Active
2020,New York Giants,Pulley,C,"$2,725,000",Active
2020,New York Giants,McCoy,QB,"$2,250,000",Active
2020,New York Giants,Ellison,TE,"$2,188,384",Active
2020,New York Giants,Hernandez,G,"$2,032,020",Active
2020,New York Giants,Ebner,SS,"$2,000,000",Active
2020,New York Giants,Core,WR,"$2,000,000",IR
2020,New York Giants,Peppers,SS,"$1,875,271",Active
2020,New York Giants,Lewis,RB,"$1,550,000",Active
2020,New York Giants,Johnson,DE,"$1,500,000",Active
2020,New York Giants,Tomlinson,DT,"$1,454,759",Active
2020,New York Giants,Golden,OLB,"$1,446,181",Active
2020,New York Giants,Baker,CB,"$1,418,766",Active
2020,New York Giants,McKinney,FS,"$1,375,638",Active
2020,New York Giants,Penny,FB,"$1,210,000",IR
2020,New York Giants,Freeman,RB,"$1,189,118",IR
2020,New York Giants,Gates,G,"$1,176,668",Active
2020,New York Giants,Martin,OLB,"$1,166,668",Active
2020,New York Giants,Carter,OLB,"$1,113,677",IR
2020,New York Giants,Hill,DE,"$1,106,069",Active
2020,New York Giants,Gallman,RB,"$929,912",Active
2020,New York Giants,Ximines,OLB,"$914,195",IR
2020,New York Giants,Kreiter,LS,"$887,500",Active
2020,New York Giants,Love,FS,"$867,715",Active
2020,New York Giants,McIntosh,DE,"$830,368",Active
2020,New York Giants,Colbert,FS,"$825,000",Active
2020,New York Giants,Peart,LT,"$818,074",Active
2020,New York Giants,Holmes,CB,"$807,972",Active
2020,New York Giants,Tomlinson,TE,"$770,625",Active
2020,New York Giants,Downs,OLB,"$750,000",Active
2020,New York Jets,Bell,RB,"$15,062,500",Active
2020,New York Jets,Enunwa,WR,"$11,800,000",Active
2020,New York Jets,Mosley,ILB,"$10,000,000",Active
2020,New York Jets,Crowder,WR,"$9,875,000",Active
2020,New York Jets,Darnold,QB,"$8,339,374",Active
2020,New York Jets,Anderson,DE,"$8,333,333",Active
2020,New York Jets,Williams,DE,"$7,453,629",IR
2020,New York Jets,McGovern,C,"$7,333,333",Active
2020,New York Jets,Fant,LT,"$7,225,000",Active
2020,New York Jets,Perriman,WR,"$6,437,500",Active
2020,New York Jets,Poole,CB,"$4,937,500",IR
2020,New York Jets,Lewis,G,"$4,158,333",Active
2020,New York Jets,McDougald,SS,"$4,068,750",IR
2020,New York Jets,Johnson,CB,"$4,000,000",Active
2020,New York Jets,Jenkins,OLB,"$3,937,500",IR
2020,New York Jets,Williamson,ILB,"$3,622,243",Active
2020,New York Jets,Adams,SS,"$3,582,040",Active
2020,New York Jets,Desir,CB,"$3,531,250",Active
2020,New York Jets,Van Roten,RT,"$3,406,250",Active
2020,New York Jets,Becton,LT,"$3,353,827",Active
2020,New York Jets,Griffin,TE,"$3,160,073",Active
2020,New York Jets,Maye,FS,"$2,085,378",Active
2020,New York Jets,Hewitt,ILB,"$2,000,000",Active
2020,New York Jets,Onwuasor,ILB,"$2,000,000",IR
2020,New York Jets,McLendon,DT,"$1,859,924",Active
2020,New York Jets,Flacco,QB,"$1,275,000",Active
2020,New York Jets,Farley,SS,"$1,218,750",Active
2020,New York Jets,Shepherd,DE,"$1,043,143",Active
2020,New York Jets,Hennessy,LS,"$950,000",Active
2020,New York Jets,McDermott,LT,"$950,000",Active
2020,New York Jets,Mims,WR,"$926,181",Active
2020,New York Jets,Herndon,TE,"$917,381",Active
2020,New York Jets,Edoga,RT,"$891,750",Active
2020,New York Jets,Maulet,CB,"$875,000",Active
2020,New York Jets,Davis,FS,"$844,658",IR
2020,New York Jets,Polite,OLB,"$841,854",Active
2020,New York Jets,Elflein,G,"$829,500",Active
2020,New York Jets,Basham,OLB,"$825,000",Active
2020,New York Jets,Hogan,WR,"$825,000",Active
2020,New York Jets,Fatukasi,DT,"$793,563",Active
2020,New York Jets,Morgan,QB,"$788,816",Active
2020,New York Jets,Wesco,FB,"$778,115",Active
2020,New York Jets,Zuniga,DE,"$772,868",Active
2020,New York Jets,Brown,TE,"$750,000",Active
2020,New York Jets,Berrios,WR,"$750,000",Active
2020,New York Jets,Franklin-Myers,DE,"$750,000",Active
2020,New York Jets,Gore,RB,"$750,000",IR
2020,New York Jets,Perine,RB,"$746,919",Active
2020,New York Jets,Andrews,C,"$732,358",IR
2020,New York Jets,Langi,OLB,"$714,711",IR
2020,Philadelphia Eagles,Wentz,QB,"$18,656,536",Active
2020,Philadelphia Eagles,Cox,DT,"$18,115,000",Active
2020,Philadelphia Eagles,Jeffery,WR,"$15,396,500",Active
2020,Philadelphia Eagles,Ertz,TE,"$12,481,500",Active
2020,Philadelphia Eagles,Johnson,RT,"$10,298,206",IR
2020,Philadelphia Eagles,Jackson,WR,"$8,609,000",Active
2020,Philadelphia Eagles,Brooks,G,"$7,790,632",Active
2020,Philadelphia Eagles,Kelce,C,"$7,414,000",Active
2020,Philadelphia Eagles,Graham,DE,"$6,288,000",Active
2020,Philadelphia Eagles,Jenkins,FS,"$6,111,000",Active
2020,Philadelphia Eagles,Bradham,OLB,"$5,302,500",Active
2020,Philadelphia Eagles,Jackson,DT,"$4,661,000",Active
2020,Philadelphia Eagles,Slay,CB,"$4,300,000",Active
2020,Philadelphia Eagles,Barnett,DE,"$4,088,882",Active
2020,Philadelphia Eagles,Peters,LT,"$4,050,000",IR
2020,Philadelphia Eagles,Mills,SS,"$4,000,000",Active
2020,Philadelphia Eagles,Hargrave,DT,"$3,450,000",Active
2020,Philadelphia Eagles,Dillard,LT,"$2,811,496",IR
2020,Philadelphia Eagles,Darby,CB,"$2,800,000",Active
2020,Philadelphia Eagles,Elliott,K,"$2,629,000",Active
2020,Philadelphia Eagles,Reagor,WR,"$2,363,438",Active
2020,Philadelphia Eagles,McLeod,FS,"$2,350,000",IR
2020,Philadelphia Eagles,Seumalo,G,"$2,326,000",Active
2020,Philadelphia Eagles,Sudfeld,QB,"$1,690,000",Active
2020,Philadelphia Eagles,Curry,DE,"$1,550,000",Active
2020,Philadelphia Eagles,Goedert,TE,"$1,533,891",Active
2020,Philadelphia Eagles,Robey-Coleman,CB,"$1,350,000",Active
2020,Philadelphia Eagles,Sanders,RB,"$1,216,406",Active
2020,Philadelphia Eagles,Arcega-Whiteside,WR,"$1,125,278",Active
2020,Philadelphia Eagles,Lovato,LS,"$1,097,500",Active
2020,Philadelphia Eagles,Hurts,QB,"$1,095,486",Active
2020,Philadelphia Eagles,Parks,S,"$1,088,692",Active
2020,Philadelphia Eagles,Ridgeway,DT,"$1,010,000",IR
2020,Philadelphia Eagles,LeBlanc,CB,"$910,000",IR
2020,Philadelphia Eagles,Maddox,CB,"$906,478",IR
2020,Philadelphia Eagles,Sweat,DE,"$899,397",IR
2020,Philadelphia Eagles,Clement,RB,"$825,000",Active
2020,Philadelphia Eagles,Ford,FS,"$825,000",Active
2020,Philadelphia Eagles,Gerry,OLB,"$825,000",IR
2020,Philadelphia Eagles,Riley,OLB,"$825,000",IR
2020,Philadelphia Eagles,Taylor,OLB,"$818,074",IR
2020,Philadelphia Eagles,Wallace,SS,"$786,528",Active
2020,Philadelphia Eagles,Pryor,G,"$783,195",Active
2020,Philadelphia Eagles,Rodgers,TE,"$750,000",Active
2020,Philadelphia Eagles,Johnston,P,"$750,000",Active
2020,Philadelphia Eagles,Scott,RB,"$750,000",Active
2020,Philadelphia Eagles,Mailata,RT,"$697,348",Active
2020,Philadelphia Eagles,Driscoll,G,"$696,536",IR
2020,Philadelphia Eagles,Hightower,WR,"$685,013",Active
2020,Philadelphia Eagles,Herbig,C,"$679,166",Active
2020,Pittsburgh Steelers,Roethlisberger,QB,"$23,750,000",Active
2020,Pittsburgh Steelers,Dupree,OLB,"$15,828,000",IR
2020,Pittsburgh Steelers,Tuitt,DE,"$14,940,750",Active
2020,Pittsburgh Steelers,DeCastro,G,"$9,797,500",Active
2020,Pittsburgh Steelers,Haden,CB,"$9,625,000",Active
2020,Pittsburgh Steelers,Heyward,DT,"$9,301,250",Active
2020,Pittsburgh Steelers,Villanueva,LT,"$8,390,000",Active
2020,Pittsburgh Steelers,Pouncey,C,"$7,525,000",Active
2020,Pittsburgh Steelers,Nelson,CB,"$7,080,000",Active
2020,Pittsburgh Steelers,Williams,ILB,"$7,031,666",Active
2020,Pittsburgh Steelers,Bush,ILB,"$4,289,038",IR
2020,Pittsburgh Steelers,McDonald,TE,"$3,827,500",Active
2020,Pittsburgh Steelers,Alualu,DE,"$3,625,000",Active
2020,Pittsburgh Steelers,Ebron,TE,"$3,500,000",Active
2020,Pittsburgh Steelers,Feiler,RT,"$3,259,000",Active
2020,Pittsburgh Steelers,Hilton,CB,"$3,259,000",Active
2020,Pittsburgh Steelers,Watt,OLB,"$2,945,908",Active
2020,Pittsburgh Steelers,Edmunds,SS,"$2,917,578",Active
2020,Pittsburgh Steelers,Barron,ILB,"$2,875,000",Active
2020,Pittsburgh Steelers,Boswell,K,"$2,598,333",Active
2020,Pittsburgh Steelers,Wormley,DT,"$2,133,000",Active
2020,Pittsburgh Steelers,Watt,FB,"$2,083,333",Active
2020,Pittsburgh Steelers,Fitzpatrick,FS,"$1,975,252",Active
2020,Pittsburgh Steelers,Banner,G,"$1,750,000",IR
2020,Pittsburgh Steelers,Moncrief,WR,"$1,750,000",Active
2020,Pittsburgh Steelers,Foster,G,"$1,575,000",Active
2020,Pittsburgh Steelers,Williamson,ILB,"$1,455,885",Active
2020,Pittsburgh Steelers,Smith-Schuster,WR,"$1,335,023",Active
2020,Pittsburgh Steelers,Washington,WR,"$1,227,639",Active
2020,Pittsburgh Steelers,Claypool,WR,"$1,203,023",Active
2020,Pittsburgh Steelers,Canaday,LS,"$1,135,000",Active
2020,Pittsburgh Steelers,Chickillo,OLB,"$1,097,500",Active
2020,Pittsburgh Steelers,Rudolph,QB,"$1,069,620",Active
2020,Pittsburgh Steelers,Sutton,CB,"$1,009,032",Active
2020,Pittsburgh Steelers,Conner,RB,"$1,001,572",Active
2020,Pittsburgh Steelers,Johnson,WR,"$972,946",Active
2020,Pittsburgh Steelers,Okorafor,LT,"$953,091",Active
2020,Pittsburgh Steelers,Layne,CB,"$905,545",Active
2020,Pittsburgh Steelers,Nix,FB,"$875,000",Active
2020,Pittsburgh Steelers,Snell Jr.,RB,"$850,517",Active
2020,Pittsburgh Steelers,Dangerfield,SS,"$825,000",Active
2020,Pittsburgh Steelers,Dobbs,QB,"$825,000",Active
2020,Pittsburgh Steelers,Highsmith,OLB,"$818,074",Active
2020,Pittsburgh Steelers,Samuels,RB,"$814,516",Active
2020,Pittsburgh Steelers,McFarland,RB,"$790,607",Active
2020,Pittsburgh Steelers,Dotson,G,"$774,704",Active
2020,Pittsburgh Steelers,Adeniyi,OLB,"$755,000",Active
2020,Pittsburgh Steelers,Davis,FS,"$750,000",Active
2020,Pittsburgh Steelers,McCloud,WR,"$750,000",Active
2020,Pittsburgh Steelers,Colquitt,P,"$750,000",Active
2020,San Francisco 49Ers,Garoppolo,QB,"$26,100,000",IR
2020,San Francisco 49Ers,Sherman,CB,"$13,987,500",Active
2020,San Francisco 49Ers,Williams,LT,"$12,500,000",IR
2020,San Francisco 49Ers,Thomas,DT,"$8,739,388",IR
2020,San Francisco 49Ers,Bosa,DE,"$7,494,836",IR
2020,San Francisco 49Ers,Juszczyk,FB,"$6,700,000",Active
2020,San Francisco 49Ers,Tartt,SS,"$6,275,000",IR
2020,San Francisco 49Ers,Armstead,DE,"$6,000,000",Active
2020,San Francisco 49Ers,Ford,DE,"$5,841,875",IR
2020,San Francisco 49Ers,Kittle,TE,"$5,807,574",Active
2020,San Francisco 49Ers,Richburg,C,"$5,775,124",Active
2020,San Francisco 49Ers,McGlinchey,RT,"$5,092,302",Active
2020,San Francisco 49Ers,Gould,K,"$4,972,059",Active
2020,San Francisco 49Ers,Coleman,RB,"$4,868,750",Active
2020,San Francisco 49Ers,Alexander,ILB,"$4,858,429",Active
2020,San Francisco 49Ers,Tomlinson,G,"$4,476,352",Active
2020,San Francisco 49Ers,Ward,FS,"$3,937,500",Active
2020,San Francisco 49Ers,Mostert,RB,"$3,333,333",IR
2020,San Francisco 49Ers,Bourne,WR,"$3,259,000",Active
2020,San Francisco 49Ers,Williams,CB,"$3,184,375",Active
2020,San Francisco 49Ers,McKinnon,RB,"$2,910,000",Active
2020,San Francisco 49Ers,Kinlaw,DT,"$2,816,126",Active
2020,San Francisco 49Ers,Witherspoon,CB,"$2,376,393",Active
2020,San Francisco 49Ers,Aiyuk,WR,"$2,278,426",Active
2020,San Francisco 49Ers,Garland,C,"$2,000,000",IR
2020,San Francisco 49Ers,Staley,LT,"$2,000,000",Active
2020,San Francisco 49Ers,Samuel,WR,"$1,749,399",Active
2020,San Francisco 49Ers,Compton,G,"$1,600,000",Active
2020,San Francisco 49Ers,Nzeocha,OLB,"$1,500,000",Active
2020,San Francisco 49Ers,Hyder,DE,"$1,500,000",Active
2020,San Francisco 49Ers,Ansah,DE,"$1,450,000",IR
2020,San Francisco 49Ers,Pettis,WR,"$1,236,383",Active
2020,San Francisco 49Ers,Beathard,QB,"$1,122,751",Active
2020,San Francisco 49Ers,Warner,ILB,"$1,096,547",Active
2020,San Francisco 49Ers,Reed,TE,"$1,050,000",Active
2020,San Francisco 49Ers,Nelson,LS,"$1,050,000",Active
2020,San Francisco 49Ers,Blair,DE,"$1,047,500",Active
2020,San Francisco 49Ers,Hurd,WR,"$972,654",IR
2020,San Francisco 49Ers,Moore,FS,"$946,093",Active
2020,San Francisco 49Ers,Verrett,CB,"$887,500",Active
2020,San Francisco 49Ers,Wishnowsky,P,"$866,018",Active
2020,San Francisco 49Ers,Jones,DT,"$861,966",Active
2020,San Francisco 49Ers,Johnson,CB,"$856,470",Active
2020,San Francisco 49Ers,Street,DE,"$827,550",Active
2020,San Francisco 49Ers,Grasu,C,"$802,941",Active
2020,San Francisco 49Ers,Taylor,WR,"$800,485",Active
2020,San Francisco 49Ers,Greenlaw,OLB,"$755,429",Active
2020,San Francisco 49Ers,Dwelley,TE,"$750,000",Active
2020,San Francisco 49Ers,Harris,SS,"$750,000",Active
2020,San Francisco 49Ers,Mullens,QB,"$750,000",IR
2020,Seattle Seahawks,Wilson,QB,"$31,000,000",Active
2020,Seattle Seahawks,Wagner,ILB,"$14,750,000",Active
2020,Seattle Seahawks,Brown,LT,"$12,562,500",Active
2020,Seattle Seahawks,Lockett,WR,"$12,450,000",Active
2020,Seattle Seahawks,Wright,OLB,"$10,000,000",Active
2020,Seattle Seahawks,Reed,DT,"$9,350,000",Active
2020,Seattle Seahawks,Olsen,TE,"$6,906,250",Active
2020,Seattle Seahawks,Dunlap,DE,"$5,468,750",Active
2020,Seattle Seahawks,Diggs,FS,"$5,200,000",Active
2020,Seattle Seahawks,Irvin,DE,"$4,625,000",IR
2020,Seattle Seahawks,Myers,K,"$3,600,000",Active
2020,Seattle Seahawks,Adams,SS,"$3,590,292",Active
2020,Seattle Seahawks,Dunbar,CB,"$3,421,875",IR
2020,Seattle Seahawks,Shell,RT,"$3,400,000",Active
2020,Seattle Seahawks,Hollister,TE,"$3,259,000",Active
2020,Seattle Seahawks,Mayowa,DE,"$3,018,750",Active
2020,Seattle Seahawks,Penny,RB,"$2,936,028",Active
2020,Seattle Seahawks,Britt,C,"$2,916,668",Active
2020,Seattle Seahawks,Hyde,RB,"$2,750,000",Active
2020,Seattle Seahawks,Iupati,G,"$2,500,000",Active
2020,Seattle Seahawks,Collier,DE,"$2,462,745",Active
2020,Seattle Seahawks,Griffin,CB,"$2,322,655",Active
2020,Seattle Seahawks,Ogbuehi,RT,"$2,237,500",Active
2020,Seattle Seahawks,Brooks,OLB,"$2,224,656",Active
2020,Seattle Seahawks,Carson,RB,"$2,149,283",Active
2020,Seattle Seahawks,Dickson,TE,"$2,066,668",Active
2020,Seattle Seahawks,Finney,C,"$2,029,412",Active
2020,Seattle Seahawks,Blair,FS,"$1,417,420",IR
2020,Seattle Seahawks,Pocic,G,"$1,402,873",Active
2020,Seattle Seahawks,McDougald,SS,"$1,333,334",Active
2020,Seattle Seahawks,Taylor,DE,"$1,229,910",Active
2020,Seattle Seahawks,Bellore,FB,"$1,050,000",Active
2020,Seattle Seahawks,Metcalf,WR,"$1,042,284",Active
2020,Seattle Seahawks,Ott,LS,"$1,035,000",Active
2020,Seattle Seahawks,Hill,SS,"$1,006,869",IR
2020,Seattle Seahawks,Moore,WR,"$1,000,000",Active
2020,Seattle Seahawks,Dissly,TE,"$912,567",Active
2020,Seattle Seahawks,Barton,ILB,"$896,031",Active
2020,Seattle Seahawks,Lewis,G,"$891,298",Active
2020,Seattle Seahawks,Smith,QB,"$887,500",Active
2020,Seattle Seahawks,Thorpe,CB,"$887,500",IR
2020,Seattle Seahawks,Dorsett,WR,"$887,500",IR
2020,Seattle Seahawks,Jackson,DE,"$887,500",IR
2020,Seattle Seahawks,Willson,TE,"$887,500",Active
2020,Seattle Seahawks,Green,DE,"$872,256",Active
2020,Seattle Seahawks,Amadi,CB,"$836,299",Active
2020,Seattle Seahawks,Dickson,P,"$822,537",Active
2020,Seattle Seahawks,Burr-Kirven,OLB,"$760,403",Active
2020,Seattle Seahawks,Ford,DT,"$752,668",Active
2020,Seattle Seahawks,Flowers,CB,"$736,450",Active
2020,Tampa Bay Buccaneers,Brady,QB,"$25,000,000",Active
2020,Tampa Bay Buccaneers,Barrett,OLB,"$15,828,000",Active
2020,Tampa Bay Buccaneers,Smith,LT,"$14,500,000",Active
2020,Tampa Bay Buccaneers,Pierre-Paul,OLB,"$12,800,000",Active
2020,Tampa Bay Buccaneers,David,ILB,"$10,750,000",Active
2020,Tampa Bay Buccaneers,Jensen,C,"$10,000,000",Active
2020,Tampa Bay Buccaneers,Gronkowski,TE,"$9,250,000",Active
2020,Tampa Bay Buccaneers,Evans,WR,"$8,387,500",Active
2020,Tampa Bay Buccaneers,Suh,DT,"$8,000,000",Active
2020,Tampa Bay Buccaneers,Marpet,G,"$6,900,000",Active
2020,Tampa Bay Buccaneers,White,ILB,"$6,752,685",Active
2020,Tampa Bay Buccaneers,Gholston,DE,"$4,750,000",Active
2020,Tampa Bay Buccaneers,Brate,TE,"$4,250,000",Active
2020,Tampa Bay Buccaneers,Vea,DT,"$4,042,974",Active
2020,Tampa Bay Buccaneers,Howard,TE,"$3,530,107",IR
2020,Tampa Bay Buccaneers,Wirfs,T,"$2,950,550",Active
2020,Tampa Bay Buccaneers,Pinion,P,"$2,700,000",Active
2020,Tampa Bay Buccaneers,Fournette,RB,"$2,500,000",Active
2020,Tampa Bay Buccaneers,Godwin,WR,"$2,331,041",Active
2020,Tampa Bay Buccaneers,Haeg,RT,"$2,300,000",Active
2020,Tampa Bay Buccaneers,Jones II,RB,"$1,928,702",Active
2020,Tampa Bay Buccaneers,Smith,CB,"$1,750,000",Active
2020,Tampa Bay Buccaneers,Bunting,CB,"$1,676,363",Active
2020,Tampa Bay Buccaneers,Griffin,QB,"$1,645,000",Active
2020,Tampa Bay Buccaneers,Evans,S,"$1,516,213",Active
2020,Tampa Bay Buccaneers,Nunez-Roches,DE,"$1,500,000",Active
2020,Tampa Bay Buccaneers,Winfield Jr.,S,"$1,328,579",Active
2020,Tampa Bay Buccaneers,Auclair,TE,"$1,250,000",Active
2020,Tampa Bay Buccaneers,Brown,WR,"$1,250,000",Active
2020,Tampa Bay Buccaneers,Davis,CB,"$1,198,122",Active
