Year,Team,GINI
2014,Miami Dolphins,0.32208515138010935
2014,Minnesota Vikings,0.3481580174898787
2014,New England Patriots,0.3101492940054765
2014,New Orleans Saints,0.4553526052178739
2014,New York Giants,0.5058972105214647
2014,New York Jets,0.32591492050209503
2014,Philadelphia Eagles,0.255288989427301
2014,Pittsburgh Steelers,0.4362314581929743
2014,San Francisco 49Ers,0.27044140816941536
2014,Seattle Seahawks,0.3980151008220546
2014,Tampa Bay Buccaneers,0.428534977962853
2014,Tennessee Titans,0.30373283506196724
2014,Washington Commanders,0.37368393245231285
2015,Arizona Cardinals,0.4024785429377291
2015,Atlanta Falcons,0.41314608592740465
2015,Baltimore Ravens,0.4226167307347572
2015,Buffalo Bills,0.45429555259089727
2015,Carolina Panthers,0.4689746036758467
2015,Chicago Bears,0.49878652505375276
2015,Cincinnati Bengals,0.31923764475657496
2015,Cleveland Browns,0.3315405615091716
2015,Dallas Cowboys,0.36644593981948875
2015,Denver Broncos,0.4091491485810166
2015,Detroit Lions,0.5003917008187597
2015,Green Bay Packers,0.41641247546711424
2015,Houston Texans,0.39393462609585095
2015,Indianapolis Colts,0.2790430541152608
2015,Jacksonville Jaguars,0.3114529259939271
2015,Kansas City Chiefs,0.36462753730251707
2015,Las Vegas Raiders,0.3356989024406723
2015,Los Angeles Chargers,0.4445988283995111
2015,Los Angeles Rams,0.30875757771705786
2015,Miami Dolphins,0.39974131994333645
2015,Minnesota Vikings,0.33590089475577845
2015,New England Patriots,0.3664322009847039
2015,New Orleans Saints,0.46799801484842035
2015,New York Giants,0.42732073250041974
2015,New York Jets,0.3471598747160463
2015,Philadelphia Eagles,0.2745086691792991
2015,Pittsburgh Steelers,0.4185376793199537
2015,San Francisco 49Ers,0.3924711650999479
2015,Seattle Seahawks,0.3349608410763026
2015,Tampa Bay Buccaneers,0.38260102927394085
2015,Tennessee Titans,0.24346131465919296
2015,Washington Commanders,0.38957994286675257
2016,Arizona Cardinals,0.5324860987036418
2016,Atlanta Falcons,0.4444748116986811
2016,Baltimore Ravens,0.3862073931035909
2016,Buffalo Bills,0.3774911935755181
2016,Carolina Panthers,0.4154570120275056
2016,Chicago Bears,0.4846057491330668
2016,Cincinnati Bengals,0.3236931686719575
2016,Cleveland Browns,0.4515010507454664
2016,Dallas Cowboys,0.3763300694528211
2016,Denver Broncos,0.41765482164883655
2016,Detroit Lions,0.41982345251872616
2016,Green Bay Packers,0.39296479893014247
2016,Houston Texans,0.3556264482279515
2016,Indianapolis Colts,0.419022807012733
2016,Jacksonville Jaguars,0.24670962651629272
2016,Kansas City Chiefs,0.48038809943294203
2016,Las Vegas Raiders,0.3148668647722214
2016,Los Angeles Chargers,0.42471159446140955
2016,Los Angeles Rams,0.3159313080189495
2016,Miami Dolphins,0.4618670969098943
2016,Minnesota Vikings,0.27966940038986055
2016,New England Patriots,0.3337366719169012
2016,New Orleans Saints,0.4548298927636479
2016,New York Giants,0.44691026770482706
2016,New York Jets,0.47421614497472886
2016,Philadelphia Eagles,0.23690811357234906
2016,Pittsburgh Steelers,0.49794498871164994
2016,San Francisco 49Ers,0.45550853875459285
2016,Seattle Seahawks,0.45377734456206015
2016,Tampa Bay Buccaneers,0.3233682355759695
2016,Tennessee Titans,0.2644792554024618
2016,Washington Commanders,0.46618561872086867
2017,Arizona Cardinals,0.4318554930220293
2017,Atlanta Falcons,0.36593566583567183
2017,Baltimore Ravens,0.4027884434660953
2017,Buffalo Bills,0.4090574065608636
2017,Carolina Panthers,0.36435726533033297
2017,Chicago Bears,0.3731661918715651
2017,Cincinnati Bengals,0.3709953314157245
2017,Cleveland Browns,0.41928933764875254
2017,Dallas Cowboys,0.409015305745311
2017,Denver Broncos,0.4428536475226448
2017,Detroit Lions,0.359539494564262
2017,Green Bay Packers,0.42235966514436674
2017,Houston Texans,0.43837786246341054
2017,Indianapolis Colts,0.4932311276848033
2017,Jacksonville Jaguars,0.24658566055169587
2017,Kansas City Chiefs,0.44123895301474114
2017,Las Vegas Raiders,0.33949020696187276
2017,Los Angeles Chargers,0.40850639478185685
2017,Los Angeles Rams,0.4349674571182672
2017,Miami Dolphins,0.43614224980078997
2017,Minnesota Vikings,0.28608617991544966
2017,New England Patriots,0.3302739661837981
2017,New Orleans Saints,0.47497906961463476
2017,New York Giants,0.5270029156595296
2017,New York Jets,0.42660220918774067
2017,Philadelphia Eagles,0.29630169551347224
2017,Pittsburgh Steelers,0.39536461845689425
2017,San Francisco 49Ers,0.329834620005432
2017,Seattle Seahawks,0.3891092767092646
2017,Tampa Bay Buccaneers,0.30370227489793167
2017,Tennessee Titans,0.2178531606975285
2017,Washington Commanders,0.5178547966789794
2018,Arizona Cardinals,0.506229714040361
2018,Atlanta Falcons,0.40441465436539564
2018,Baltimore Ravens,0.3901200739566187
2018,Buffalo Bills,0.31682685926155835
2018,Carolina Panthers,0.4521805008128282
2018,Chicago Bears,0.24642820233973373
2018,Cincinnati Bengals,0.4322859816623989
2018,Cleveland Browns,0.37133693801233475
2018,Dallas Cowboys,0.4664903894192784
2018,Denver Broncos,0.3925742481168266
2018,Detroit Lions,0.39179108874269697
2018,Green Bay Packers,0.4910983039593278
2018,Houston Texans,0.36034920014400007
2018,Indianapolis Colts,0.5165357738353894
2018,Jacksonville Jaguars,0.43211029285213853
2018,Kansas City Chiefs,0.4265466995039978
2018,Las Vegas Raiders,0.4339160269322983
2018,Los Angeles Chargers,0.4182363278268697
2018,Los Angeles Rams,0.3013395481278486
2018,Miami Dolphins,0.3691597700011419
2018,Minnesota Vikings,0.3268619216399105
2018,New England Patriots,0.33919156032856773
2018,New Orleans Saints,0.4097683603990786
2018,New York Giants,0.5222750463148517
2018,New York Jets,0.3682661645667667
2018,Philadelphia Eagles,0.28121874091351146
2018,Pittsburgh Steelers,0.421284485562208
2018,San Francisco 49Ers,0.3243038648438018
2018,Seattle Seahawks,0.47170040017167514
2018,Tampa Bay Buccaneers,0.3548541340287527
2018,Tennessee Titans,0.29493026500521513
2018,Washington Commanders,0.4345708885391675
2019,Arizona Cardinals,0.41857397296447846
2019,Atlanta Falcons,0.38353972858821933
2019,Baltimore Ravens,0.3488282698468322
2019,Buffalo Bills,0.25724773149179
2019,Carolina Panthers,0.33255522852143343
2019,Chicago Bears,0.4037838518760122
2019,Cincinnati Bengals,0.34096043261356357
2019,Cleveland Browns,0.3659191175110328
2019,Dallas Cowboys,0.3735414626616343
2019,Denver Broncos,0.5273904130941929
2019,Detroit Lions,0.41447444884530765
2019,Green Bay Packers,0.40898689527877324
2019,Houston Texans,0.3304094127318339
2019,Indianapolis Colts,0.35015957376255524
2019,Jacksonville Jaguars,0.4641323930201176
2019,Kansas City Chiefs,0.3446477988037217
2019,Las Vegas Raiders,0.4347156305531126
2019,Los Angeles Chargers,0.4459638785624543
2019,Los Angeles Rams,0.3991668879050544
2019,Miami Dolphins,0.434016564675185
2019,Minnesota Vikings,0.40776349037488857
2019,New England Patriots,0.34266482122631675
2019,New Orleans Saints,0.390835036103693
2019,New York Giants,0.43005415488139587
2019,New York Jets,0.36461348356180284
2019,Philadelphia Eagles,0.3543456779810339
2019,Pittsburgh Steelers,0.3586291805332121
2019,San Francisco 49Ers,0.34815579617922104
2019,Seattle Seahawks,0.48415325461782216
2019,Tampa Bay Buccaneers,0.36450365001123136
2019,Tennessee Titans,0.3476292557341796
2019,Washington Commanders,0.36453716602436925
2020,Arizona Cardinals,0.362069209847092
2020,Atlanta Falcons,0.39963557997013816
2020,Baltimore Ravens,0.38781249656395145
2020,Buffalo Bills,0.1855217776211628
2020,Carolina Panthers,0.3977460019654516
2020,Chicago Bears,0.418844389956176
2020,Cincinnati Bengals,0.39393546384567585
2020,Cleveland Browns,0.34609011040962445
2020,Dallas Cowboys,0.42475744242251784
2020,Denver Broncos,0.42915562599767665
2020,Detroit Lions,0.3326598587808525
2020,Green Bay Packers,0.4154875160022555
2020,Houston Texans,0.3861122768621934
2020,Indianapolis Colts,0.4743318248953883
2020,Jacksonville Jaguars,0.4768892202895567
2020,Kansas City Chiefs,0.4383739006837278
2020,Las Vegas Raiders,0.3726065159288691
2020,Los Angeles Chargers,0.32548006368044574
2020,Los Angeles Rams,0.4787989921799348
2020,Miami Dolphins,0.32966358752972624
2020,Minnesota Vikings,0.5200655913824224
2020,New England Patriots,0.3502450952895297
2020,New Orleans Saints,0.2808759759952589
2020,New York Giants,0.34238336885422166
2020,New York Jets,0.45576916999570216
2020,Philadelphia Eagles,0.4620847317046164
2020,Pittsburgh Steelers,0.41505049117987497
2020,San Francisco 49Ers,0.3400038866459042
2020,Seattle Seahawks,0.4363574648120513
2020,Tampa Bay Buccaneers,0.3860258093286612
2020,Tennessee Titans,0.42520470931547477
2020,Washington Commanders,0.3986352888459944
2021,Arizona Cardinals,0.39242346137839124
2021,Atlanta Falcons,0.5262328340486663
2021,Baltimore Ravens,0.31959099511012967
2021,Buffalo Bills,0.2036944309910424
2021,Carolina Panthers,0.333163615333522
2021,Chicago Bears,0.41935063449768434
2021,Cincinnati Bengals,0.3480200593527571
2021,Cleveland Browns,0.36898721193087847
2021,Dallas Cowboys,0.4582308010416996
2021,Denver Broncos,0.3416914762136013
2021,Detroit Lions,0.4477191501312373
2021,Green Bay Packers,0.4328646254711473
2021,Houston Texans,0.3095508158085226
2021,Indianapolis Colts,0.33419400148661904
2021,Jacksonville Jaguars,0.3889075799571224
2021,Kansas City Chiefs,0.4866458466507534
2021,Las Vegas Raiders,0.3762651541755828
2021,Los Angeles Chargers,0.41654868800217587
2021,Los Angeles Rams,0.46488284145322323
2021,Miami Dolphins,0.3220479986771091
2021,Minnesota Vikings,0.5007022566221387
2021,New England Patriots,0.26717480659706994
2021,New Orleans Saints,0.3801177473395257
2021,New York Giants,0.2893235918011704
2021,New York Jets,0.3723679634351473
2021,Philadelphia Eagles,0.37791218017684197
2021,Pittsburgh Steelers,0.47869745476418946
2021,San Francisco 49Ers,0.43289962675172333
2021,Seattle Seahawks,0.4886524135776446
2021,Tampa Bay Buccaneers,0.28366044571401033
2021,Tennessee Titans,0.3896011586615834
2021,Washington Commanders,0.4491976606184878
2022,Arizona Cardinals,0.44500102469743535
2022,Atlanta Falcons,0.4608602698315809
2022,Baltimore Ravens,0.3902036153809878
2022,Buffalo Bills,0.35252536335426077
2022,Carolina Panthers,0.3827071393348983
2022,Chicago Bears,0.34655840352029404
2022,Cincinnati Bengals,0.30422341013770837
2022,Cleveland Browns,0.317960625813136
2022,Dallas Cowboys,0.4603257512675377
2022,Denver Broncos,0.4737835802894218
2022,Detroit Lions,0.46964157788759137
2022,Green Bay Packers,0.3954326732340694
2022,Houston Texans,0.3003245179970173
2022,Indianapolis Colts,0.42483855218900496
2022,Jacksonville Jaguars,0.20099648357947014
2022,Kansas City Chiefs,0.5479038246233229
2022,Las Vegas Raiders,0.46874191412403465
2022,Los Angeles Chargers,0.43858796039394154
2022,Los Angeles Rams,0.5783711249392216
2022,Miami Dolphins,0.2393468922162352
2022,Minnesota Vikings,0.46090843814428
2022,New England Patriots,0.31968220060226243
2022,New Orleans Saints,0.27339302719735215
2022,New York Giants,0.44687008445605103
2022,New York Jets,0.2967706019801042
2022,Philadelphia Eagles,0.33253466046511493
2022,Pittsburgh Steelers,0.3666395028388624
2022,San Francisco 49Ers,0.31361151673324905
2022,Seattle Seahawks,0.27871971423803055
2022,Tampa Bay Buccaneers,0.3612587364071726
2022,Tennessee Titans,0.4405024113016885
2022,Washington Commanders,0.39719785578111916
2023,Arizona Cardinals,0.4854357670602373
2023,Atlanta Falcons,0.30545353690839333
2023,Baltimore Ravens,0.3744623531841275
2023,Buffalo Bills,0.33681866640816915
2023,Carolina Panthers,0.32585747592769426
2023,Chicago Bears,0.380476952439702
2023,Cincinnati Bengals,0.3139930037062978
2023,Cleveland Browns,0.46780616421738014
2023,Dallas Cowboys,0.35501682454536093
2023,Denver Broncos,0.4546965708505682
2023,Detroit Lions,0.44377808027128507
2023,Green Bay Packers,0.3930617204375124
2023,Houston Texans,0.3470993352478963
2023,Indianapolis Colts,0.40251625322511064
2023,Jacksonville Jaguars,0.27468361322671553
2023,Kansas City Chiefs,0.5029699442395175
2023,Las Vegas Raiders,0.3872963798963819
2023,Los Angeles Chargers,0.42145119370580103
2023,Los Angeles Rams,0.597223423579235
2023,Miami Dolphins,0.3375620863028152
2023,Minnesota Vikings,0.4138753862161861
2023,New England Patriots,0.2921139149294762
2023,New Orleans Saints,0.3231498439588984
2023,New York Giants,0.3974879267610471
2023,New York Jets,0.33456339999531026
2023,Philadelphia Eagles,0.2931697727025704
2023,Pittsburgh Steelers,0.41460220851887636
2023,San Francisco 49Ers,0.3090100276842209
2023,Seattle Seahawks,0.3052410991619185
2023,Tampa Bay Buccaneers,0.48667854844687813
2023,Tennessee Titans,0.5551168257720264
2023,Washington Commanders,0.4226447196338718
