Year,Team,GINI
2016,New Orleans Saints,0.5957043899174551
2016,New York Giants,0.607002841725149
2016,New York Jets,0.6594695270310466
2016,Philadelphia Eagles,0.4962861694132253
2016,Pittsburgh Steelers,0.6385691155178079
2016,San Francisco 49Ers,0.6289526878665033
2016,Seattle Seahawks,0.6464266257748589
2016,Tampa Bay Buccaneers,0.5581526769039599
2016,Tennessee Titans,0.5134456923007824
2016,Washington Commanders,0.6181984421280992
2017,Arizona Cardinals,0.6137682943927938
2017,Atlanta Falcons,0.5824732452647069
2017,Baltimore Ravens,0.5579508099722843
2017,Buffalo Bills,0.6037525223945933
2017,Carolina Panthers,0.5800737573658186
2017,Chicago Bears,0.5885490025507307
2017,Cincinnati Bengals,0.6235168245749715
2017,Cleveland Browns,0.5794870047195074
2017,Dallas Cowboys,0.5749453715785845
2017,Denver Broncos,0.647208371106883
2017,Detroit Lions,0.6081805150095743
2017,Green Bay Packers,0.6334747938730911
2017,Houston Texans,0.6532808541981282
2017,Indianapolis Colts,0.6546635328110936
2017,Jacksonville Jaguars,0.5498207090347251
2017,Kansas City Chiefs,0.6284673244296819
2017,Las Vegas Raiders,0.5985416274318284
2017,Los Angeles Chargers,0.6158777700445778
2017,Los Angeles Rams,0.6376597548085551
2017,Miami Dolphins,0.6162377860719074
2017,Minnesota Vikings,0.5244713213424608
2017,New England Patriots,0.5462616025869517
2017,New Orleans Saints,0.647103324405165
2017,New York Giants,0.6844675496279137
2017,New York Jets,0.5850622552208964
2017,Philadelphia Eagles,0.5521380118811277
2017,Pittsburgh Steelers,0.5892896780612432
2017,San Francisco 49Ers,0.5347224932930336
2017,Seattle Seahawks,0.606815031272846
2017,Tampa Bay Buccaneers,0.5970560705023366
2017,Tennessee Titans,0.45801053867556446
2017,Washington Commanders,0.6733364446946072
2018,Arizona Cardinals,0.6973484589207313
2018,Atlanta Falcons,0.6078194050417536
2018,Baltimore Ravens,0.5916214732411625
2018,Buffalo Bills,0.5771367996731086
2018,Carolina Panthers,0.6326465218943529
2018,Chicago Bears,0.5293088827746271
2018,Cincinnati Bengals,0.6331556614117069
2018,Cleveland Browns,0.6059697303413926
2018,Dallas Cowboys,0.609256331801561
2018,Denver Broncos,0.6231069944386591
2018,Detroit Lions,0.6057110537470991
2018,Green Bay Packers,0.6864967486314245
2018,Houston Texans,0.6134199597453404
2018,Indianapolis Colts,0.6554897757874523
2018,Jacksonville Jaguars,0.6663693769695958
2018,Kansas City Chiefs,0.6122362596582683
2018,Las Vegas Raiders,0.6627525145191778
2018,Los Angeles Chargers,0.6257049318117862
2018,Los Angeles Rams,0.5838979705510389
2018,Miami Dolphins,0.5967062196328411
2018,Minnesota Vikings,0.5995884586151915
2018,New England Patriots,0.5204390007151142
2018,New Orleans Saints,0.5905817423344044
2018,New York Giants,0.6413422757756582
2018,New York Jets,0.6356173890723256
2018,Philadelphia Eagles,0.5581713493969092
2018,Pittsburgh Steelers,0.5802628681563506
2018,San Francisco 49Ers,0.5876640733786522
2018,Seattle Seahawks,0.6183386338571231
2018,Tampa Bay Buccaneers,0.6213215345944066
2018,Tennessee Titans,0.5439864609945738
2018,Washington Commanders,0.6579842007950287
2019,Arizona Cardinals,0.6253416933378173
2019,Atlanta Falcons,0.6207663222758598
2019,Baltimore Ravens,0.5702239985405005
2019,Buffalo Bills,0.5055486120679816
2019,Carolina Panthers,0.5599816003192325
2019,Chicago Bears,0.6253079216551833
2019,Cincinnati Bengals,0.6126308974136823
2019,Cleveland Browns,0.6230218068284088
2019,Dallas Cowboys,0.6076430913784872
2019,Denver Broncos,0.6499268156724647
2019,Detroit Lions,0.6276256846201962
2019,Green Bay Packers,0.6165755867238046
2019,Houston Texans,0.5654792603570892
2019,Indianapolis Colts,0.5989282836160437
2019,Jacksonville Jaguars,0.6639219503807395
2019,Kansas City Chiefs,0.5362272665196132
2019,Las Vegas Raiders,0.6321956655718189
2019,Los Angeles Chargers,0.6346928895418604
2019,Los Angeles Rams,0.6275746254223388
2019,Miami Dolphins,0.5921628754930556
2019,Minnesota Vikings,0.6447815129399426
2019,New England Patriots,0.5386418970089876
2019,New Orleans Saints,0.5807383162101891
2019,New York Giants,0.6254415404254834
2019,New York Jets,0.5911192859770389
2019,Philadelphia Eagles,0.6046399251695083
2019,Pittsburgh Steelers,0.58625162839975
2019,San Francisco 49Ers,0.6215601068774729
2019,Seattle Seahawks,0.6564642798165587
2019,Tampa Bay Buccaneers,0.6162102838887634
2019,Tennessee Titans,0.5937227759718319
2019,Washington Commanders,0.5916494944150319
2020,Arizona Cardinals,0.561761889784326
2020,Atlanta Falcons,0.5867203156734482
2020,Baltimore Ravens,0.5614311595117377
2020,Buffalo Bills,0.4948987100589938
2020,Carolina Panthers,0.5543792493012707
2020,Chicago Bears,0.6102131245392742
2020,Cincinnati Bengals,0.5399280271554076
2020,Cleveland Browns,0.5673834054525687
2020,Dallas Cowboys,0.5654571758496315
2020,Denver Broncos,0.5764043972797425
2020,Detroit Lions,0.5443918096199856
2020,Green Bay Packers,0.6255884538929284
2020,Houston Texans,0.6138870501019934
2020,Indianapolis Colts,0.6463663336705937
2020,Jacksonville Jaguars,0.5812796450546116
2020,Kansas City Chiefs,0.6408820688193955
2020,Las Vegas Raiders,0.5722348238020415
2020,Los Angeles Chargers,0.5666546293486816
2020,Los Angeles Rams,0.6275000177419089
2020,Miami Dolphins,0.5583212303924983
2020,Minnesota Vikings,0.6211096248289553
2020,New England Patriots,0.5272826233116377
2020,New Orleans Saints,0.49152263370743365
2020,New York Giants,0.5529517422536447
2020,New York Jets,0.5949622254397836
2020,Philadelphia Eagles,0.6533349584529047
2020,Pittsburgh Steelers,0.58411920629869
2020,San Francisco 49Ers,0.5239328776699094
2020,Seattle Seahawks,0.6075455660926474
2020,Tampa Bay Buccaneers,0.5921177677677323
2020,Tennessee Titans,0.6232635764896267
2020,Washington Commanders,0.5930093623809736
2021,Arizona Cardinals,0.5440218277589003
2021,Atlanta Falcons,0.607938171234786
2021,Baltimore Ravens,0.48803208456156844
2021,Buffalo Bills,0.4756455769138392
2021,Carolina Panthers,0.4978193908117712
2021,Chicago Bears,0.5468038763467704
2021,Cincinnati Bengals,0.5451140485385564
2021,Cleveland Browns,0.558195577525875
2021,Dallas Cowboys,0.5768555523060932
2021,Denver Broncos,0.5076420519438002
2021,Detroit Lions,0.5080272192206381
2021,Green Bay Packers,0.5888804771982125
2021,Houston Texans,0.44346061591072183
2021,Indianapolis Colts,0.5266894837582565
2021,Jacksonville Jaguars,0.5807712977963825
2021,Kansas City Chiefs,0.5976225526878634
2021,Las Vegas Raiders,0.5327569559973527
2021,Los Angeles Chargers,0.5858967763795991
2021,Los Angeles Rams,0.5731316443866236
2021,Miami Dolphins,0.4878509646408841
2021,Minnesota Vikings,0.6116960769307291
2021,New England Patriots,0.4673993398712031
2021,New Orleans Saints,0.5346139477637115
2021,New York Giants,0.5422483698538987
2021,New York Jets,0.5369816825962594
2021,Philadelphia Eagles,0.5094372056652446
2021,Pittsburgh Steelers,0.5747873526768846
2021,San Francisco 49Ers,0.5613661878781665
2021,Seattle Seahawks,0.5909537841129807
2021,Tampa Bay Buccaneers,0.4710713742340971
2021,Tennessee Titans,0.5800825289624059
2021,Washington Commanders,0.5922985106114639
2022,Arizona Cardinals,0.575346956031248
2022,Atlanta Falcons,0.503549777316929
2022,Baltimore Ravens,0.5486742802597405
2022,Buffalo Bills,0.5192117450767311
2022,Carolina Panthers,0.5195732958129988
2022,Chicago Bears,0.5011503311276051
2022,Cincinnati Bengals,0.5298708938409032
2022,Cleveland Browns,0.5161588195648481
2022,Dallas Cowboys,0.5911877566752025
2022,Denver Broncos,0.5932158341329711
2022,Detroit Lions,0.5863716324946882
2022,Green Bay Packers,0.5766159473216608
2022,Houston Texans,0.45913565547957996
2022,Indianapolis Colts,0.6009348387866361
2022,Jacksonville Jaguars,0.47994553492739317
2022,Kansas City Chiefs,0.6321342066973967
2022,Las Vegas Raiders,0.5841693726989244
2022,Los Angeles Chargers,0.6163161455804504
2022,Los Angeles Rams,0.6425166678196077
2022,Miami Dolphins,0.4295176942374983
2022,Minnesota Vikings,0.5899652286798219
2022,New England Patriots,0.5312054614119445
2022,New Orleans Saints,0.4962238770951864
2022,New York Giants,0.5902853285301507
2022,New York Jets,0.5293375198924455
2022,Philadelphia Eagles,0.49115590978296675
2022,Pittsburgh Steelers,0.5234742599211839
2022,San Francisco 49Ers,0.525484875272491
2022,Seattle Seahawks,0.5110787754636805
2022,Tampa Bay Buccaneers,0.5188455987771006
2022,Tennessee Titans,0.5587652179553354
2022,Washington Commanders,0.600378247442903
2023,Arizona Cardinals,0.5871434010289434
2023,Atlanta Falcons,0.519975959648734
2023,Baltimore Ravens,0.5299422226884215
2023,Buffalo Bills,0.4913275559267524
2023,Carolina Panthers,0.522703144126195
2023,Chicago Bears,0.5475037764754869
2023,Cincinnati Bengals,0.5307225857699165
2023,Cleveland Browns,0.5459445610898557
2023,Dallas Cowboys,0.5508783329269581
2023,Denver Broncos,0.5971311156792648
2023,Detroit Lions,0.5571240361835071
2023,Green Bay Packers,0.5130853986757566
2023,Houston Texans,0.5117814720065499
2023,Indianapolis Colts,0.5764926321677968
2023,Jacksonville Jaguars,0.5042469287986958
2023,Kansas City Chiefs,0.6150798801888304
2023,Las Vegas Raiders,0.5767592872381152
2023,Los Angeles Chargers,0.565492189138341
2023,Los Angeles Rams,0.6248984290859686
2023,Miami Dolphins,0.5000976285321473
2023,Minnesota Vikings,0.5102586255943298
2023,New England Patriots,0.5060211425704444
2023,New Orleans Saints,0.49897187794108033
2023,New York Giants,0.5415350730331896
2023,New York Jets,0.556189515022095
2023,Philadelphia Eagles,0.5003360181907605
2023,Pittsburgh Steelers,0.5872850502293929
2023,San Francisco 49Ers,0.5082605983770575
2023,Seattle Seahawks,0.5195783008339473
2023,Tampa Bay Buccaneers,0.5443416226627023
2023,Tennessee Titans,0.6813369119940185
2023,Washington Commanders,0.6039423383277533
